selection_index,source_row_id,official_source_row_index,category,source,forbidden_prompt_sha256,selection_rule,matched_policy_condition_id,matched_policy_sha256,forged_prompt_sha256
150,strongreject-full-234,234,Sexual content,custom,709f8708e2c65233b149ecbb1635d4a551f5af7e37fede4c68da34c289998d74,within_category_sha256_rank,strongreject-234__base__no_qualifier,f293af84e8a349fbcdcaa1fcd8a95454d80b9f8615697506ac289d7c1d27c47e,df08c683bd80ca7361b01ed0210b713910b7f84140ab787bce3a960eff10191b
151,strongreject-full-228,228,Sexual content,MasterKey,71bb54a4336872011587280f8d57fafff32725b1660c1f3863778bcb80e22a10,within_category_sha256_rank,strongreject-228__base__no_qualifier,4bcbaa830a7b35cac374410f478002af53ffbd4140055850556fd74ffe36c629,b43dd13828ce1dd37275a46b6601d2fac569727f9e6718f3744e877d00195a41
152,strongreject-full-229,229,Sexual content,custom,71bff497466afa28608641c957691de0b9ce4fc0cb205df44fc35f3937085a81,within_category_sha256_rank,strongreject-229__base__no_qualifier,28a543b45aef375f598ec3ab709d8af4d99cf03f3b6ff9241a96d94f210c741c,f4c91c912202851b999290435c741ed28383812ecc533c608aa99588f26664d3
153,strongreject-full-218,218,Sexual content,custom,76806d7be88840990af3b2646c4611f3dec694d42b4d38899df44261ff1875bd,within_category_sha256_rank,strongreject-218__base__no_qualifier,54b8a9188b4a1c6a9105324da992e4b5ffbfdcab3f263f86cd721257e039dea9,7fab62ce84f581cd6c9dc96d358075fe606e3315fd05961f0c189bf7280058cc
154,strongreject-full-223,223,Sexual content,custom,77cf3319cd3da325c4d8ef889a9a9eb4b2e702584adf59c4180cb6e98d2e5662,within_category_sha256_rank,strongreject-223__base__no_qualifier,61e0df466e6afd96d1bb608a3d005a019285703fbb9fcb1d56f053f84258fcc1,ce76255f392291948497f37eefe3da63ee19b549d25b508193eb2757393eb494
155,strongreject-full-238,238,Sexual content,custom,77e99c4897a426738a949806378f5f3f18d763087dcf2761a014cd8a20ea362a,within_category_sha256_rank,strongreject-238__base__no_qualifier,631261e53b75d164cd74b52aa1f833da417a9dbbd4c6ad45d3009e049b349508,96297861f56d2fa1c081345c245822ea8f447a586e37a53be012075723986f59
156,strongreject-full-233,233,Sexual content,custom,7b9d02dc344f5dbc19c80839b8bf22ae1d15d9e77caa69ba7933e909e2a1dbcf,within_category_sha256_rank,strongreject-233__base__no_qualifier,b486ed076fb5f67198c8dc9db2a09189cacf1992da829ae7e7388e017811228d,8c2ae66abb6422e79de1f48a46041a535258fe2ee216a81576827dbdcc8a4a18
157,strongreject-full-225,225,Sexual content,custom,7bd1f15831c83974e30b3d8943f6fe720779666722dc985a29738da5076d8347,within_category_sha256_rank,strongreject-225__base__no_qualifier,f21e1b9487904dcd1cda6c81e544578b3170ca403ac9bda981454fbb06526517,220d1de8f20488fec962735d15802c9f21fd676875d2fd7a7ebf91ab0235b692
158,strongreject-full-246,246,Sexual content,custom,8006674779d3456b6679e57d883c97fedd03d4fef8016a7c7ec773def9121c14,within_category_sha256_rank,strongreject-246__base__no_qualifier,cb0a30ffd2a7ad7e7be61c92e0ffa7a4d29d5f85a2f19964dc115c49d6929507,f25cb6b3324d6b83a9d6150792aa63aba6411f565e80fc594e9a0311bf0c88dc
159,strongreject-full-251,251,Sexual content,custom,87a3d8e079a42bef429f16b1bfac5503f76137a38aa0bb5d6f3db2ad90b433b2,within_category_sha256_rank,strongreject-251__base__no_qualifier,19b0c703a4c1521818e83714399e6ecb74eefc62c00b0b1681aac049b944ca49,4420d7cb297cf05c521df83319438246d3444bb5fe6290f436933bcd8e63ec02
160,strongreject-full-214,214,Sexual content,custom,8f6bc600e076a9e73c7f25e9ae2fe46cb4941120c8a8c4ce8c6f1ee0db15635c,within_category_sha256_rank,strongreject-214__base__no_qualifier,8e2a74e637ba9f9bb91d9135b21a7ec561501418aadbc9cc96f1796dc9a69a22,e74affbdb2f4612a3223d90bd73d27405dec85f3295b9f9e38f49ecdcfcd7ca5
161,strongreject-full-210,210,Sexual content,DAN,92ab58bb434966c46354df7f31e9b0ac3c0e18b489158ead9a3f07eb275d1d8d,within_category_sha256_rank,strongreject-210__base__no_qualifier,be99df14afa5da25f05f27ec52d07688555834631496749d366c0e0f4097224f,dda32f68b2866e3fa8c5467a05f9f3b770f187d2f1dedce175d43d34813c04e4
162,strongreject-full-216,216,Sexual content,custom,9534a93917ba1138d172f71e3b7ecc5dc1cab6d1733fa6971de55c2ba1ec2ccc,within_category_sha256_rank,strongreject-216__base__no_qualifier,02275d331c5691817bf59cf712b580ccb4cfc525b9dd50cf8d8288ed7ef20a81,21af432e801ecada81cb931ba2f71fa989cd0371eb786eaf5858b15909041598
163,strongreject-full-222,222,Sexual content,custom,966ff248f9da1b1e77492bfa00590de028637335a962d58194d2da445d4a3d9e,within_category_sha256_rank,strongreject-222__base__no_qualifier,98c1b303203a75527617217861c912e660f6986b2a72375114660d60f505fa7b,3d8ac580e1c6dd8aabf59a94cd8458e66d8ec3c53f6e33f6ece4ffbce96c2bc6
164,strongreject-full-240,240,Sexual content,custom,98cb496fd4497ec554f40c448aa19d8917a4295599103f5133920e7caba3ce4a,within_category_sha256_rank,strongreject-240__base__no_qualifier,e86456cc91c8eb3218fba37753d624a8d287677b5f6c04b66bc9c57e33bf024f,dc46288ad96eb42fb2e3d48a46caf35898bc62d4d1fc2f3d6644ebcb821d38fc
165,strongreject-full-257,257,Sexual content,custom,9a225d07ce70c021f8d9edccec027e12fce05167fd79c42ef723ee6f5c596880,within_category_sha256_rank,strongreject-257__base__no_qualifier,7a4020a2f8af90edf7e8cd9dc50e7630a77e3d51b6f28e6950c9871dc7bae2c5,8295145f41c8bd9f2cbea417257db9b0351a161d1d9b035f9770f075df5c2138
166,strongreject-full-306,306,Violence,custom,074d0322c6e333e8077084318d0b3c2a741b0496c73e6064571aef1718f04ff2,within_category_sha256_rank,strongreject-306__base__no_qualifier,b3e2dd93ec11ecc000c2f271e06b0d5ee6d97bafb551520b197fc6cca2cab642,bfdb8d42d68ce4de14e3525317b2cbbd9632ddfcf7904717f02cc04f19e60545
167,strongreject-full-280,280,Violence,custom,0a989ebdda623069717f85af4d232333949d1494cbb3d9dc0a33743412acf8b0,within_category_sha256_rank,strongreject-280__base__no_qualifier,b51900ae4c6b2fe06c6e2762ab44d917e0cc358f0e14fe0a301282a7b85084dc,7560980c59c2407481cef6b3828297597365d12b8c0a4c41a3ffee58b58bf239
168,strongreject-full-294,294,Violence,custom,14de456bc8abeec5ab9580ed12f4326cc1c8c589b9592dbdf244868e2c5bd563,within_category_sha256_rank,strongreject-294__base__no_qualifier,9278627f44f0d3097a8db8fa89faab261bbfa414607ad35ac31b48b58b4314b3,bf4af2e7c1077a76e28de60dcbfd33717f5c84587d42667b91c67918f9bd0f50
169,strongreject-full-288,288,Violence,custom,171abe744191fa8545a532f4bf6accc5ab475404866e2395771ae8da52ead078,within_category_sha256_rank,strongreject-288__base__no_qualifier,483f0459fa5a1dc47017b0351b8608325002533fde43bb992412460d28cdf0e1,1a66517a8bf73934e32515a32a9de2aa4ad2f43cd263936904601f2ed6824a2c
170,strongreject-full-264,264,Violence,custom,19f56ea9a0471a9b78a022ee604293ac068194551d7e0803ad2a98bc05344717,within_category_sha256_rank,strongreject-264__base__no_qualifier,6252763853041d8911f17d949e43ce21385718c915482426bb3b9811ca9cb119,02d228d6ad4abeb4e62410b0e31707e6d413767fa856659bd28edc3cc755f1e6
171,strongreject-full-301,301,Violence,custom,21f4d4a37d56bbb809acdd44b4ea4abfcf291cc975fd345102d74f4206ca7190,within_category_sha256_rank,strongreject-301__base__no_qualifier,bb2a7ea3e41dbd8c325d1ce5608d6306dce7bbd7ef25ff09a0ed68f1c19d05a0,0f6246ddcf2718ad71c4a61df67e1389f69e7f9a8620dbba17103a6e881b9b53
172,strongreject-full-310,310,Violence,custom,238db6017aa768ea180cf7bce559e679e5f09071668cf34b19d97974668415e5,within_category_sha256_rank,strongreject-310__base__no_qualifier,5498fd0bf7dc4271d5889e78154a2f397fb90fa8ac39c37a9a306fe088419a93,5a0def75d17b869ae7561f86186dc8b06e68af343cef60b71d152a793b1db1c4
173,strongreject-full-289,289,Violence,OpenAI System Card,27476d503f34464e7c2e874ec4c6d7aa8a96efc290012aa1e67ff299d4afa5a2,within_category_sha256_rank,strongreject-289__base__no_qualifier,31c0cd39d62ae1ab066aa034d069785c69652ab04f509c8a13ad88268d52ee55,dfbfb3ba04a8c88fddabd76a476c9cf81a18faa961b9fefee8b6ca8b713b45b0
174,strongreject-full-286,286,Violence,custom,31016a0ca75c5a08aacb41de866e51ce5504993c90f813d59165b881ad2dd5c5,within_category_sha256_rank,strongreject-286__base__no_qualifier,429cbb6e527d0968771c644b3c57c0eccc838c12cb0419d036aa8d3d94b538fb,595284ae6960a314a9578e5108a1aa7ed5f443d95813c199400cd594da58c598
175,strongreject-full-285,285,Violence,custom,34e9c4b0e6dd9404de1403edc250051b98c090d4d0e04f48966a42abb2897d05,within_category_sha256_rank,strongreject-285__base__no_qualifier,4f0191a55626857e493e445a558035569fec7db9d07c321b61a358d32c5e009f,d50e830e436d6ad1556dbaa8dac503c33f58841a26a37c3854e63cad95f57a27
176,strongreject-full-295,295,Violence,custom,3601bd3cf09778f858b6d37c3155880aea23ae6678287fc44e6f241b876bc94e,within_category_sha256_rank,strongreject-295__base__no_qualifier,bc896ecb98a0bed67c777b57e2056f9cdbe85bd56aff5623797c2231105e90ea,2b1764c104b1f8268e853a94e04fc3aa214e6285461b3ecf6c132e7fd53b795f
177,strongreject-full-281,281,Violence,AdvBench,37639ce821cfc7d37164e2b89808e063158bf559fea03a1cd7e4165853ee02ee,within_category_sha256_rank,strongreject-281__base__no_qualifier,6caea53dbdcceb2f5a9abc917f57960e9527ad83d54e1fcd91a62d8c9acfa090,43540d678a1191763a37e3384ad6c1f9f6e52c3640c8a73e6a86aeb8eb252ac1
178,strongreject-full-272,272,Violence,custom,3899ebf570926e43fa0b386ad99d59718adcb709688bbf363f5a8827d1825582,within_category_sha256_rank,strongreject-272__base__no_qualifier,735ff1ff2c8ba727d9616b69fe9420bbde359d28a7abaa25c3a746d781f4d43e,768366e1d8b32c0f7d6800339e544da954e16fe46d409ddd4db44a719d8dad7f
179,strongreject-full-283,283,Violence,custom,405e9a580d35dfdfbc9205f72e903e8eb62a9b670c1a2cdfc862f90299d51e2a,within_category_sha256_rank,strongreject-283__base__no_qualifier,5fdac31cfbb55d3ad0608dc878501a952eae3c52b484e2c038c2f75f78c321eb,3f4b65efc59b42aaaf3427074730f00b1e795d27ed960ca57a0d01e6b3943269
180,strongreject-full-304,304,Violence,custom,43e4e97681344549b1cbe6f1f2d832a7de8382eb4aed2863bfed8aa8ec7fbe79,within_category_sha256_rank,strongreject-304__base__no_qualifier,70b6427fe78e1e8e35b24c0d67909daf2bad105ccb809ce119af735007e95509,8142346608920387066d0768d1e10826a0bf7521be3ee6f6c2f38bd2a4ab7811
181,strongreject-full-265,265,Violence,DAN,44cd8483ac11e87b71a73e341070a065165fdc634be3a94dbe9677adb7109b49,within_category_sha256_rank,strongreject-265__base__no_qualifier,17e30d789f35b702d5c5d9aaaefbbba70acdbab72ede86f40577cb05da4bceec,59b4587c42e1d935671534186fc81f958b94de2d99d77fa6204a3038e94094e7
182,strongreject-full-273,273,Violence,custom,466a307b2376cd69f45bfcbb72df6a0b14847ebc23001e16f43bfb353553e3b2,within_category_sha256_rank,strongreject-273__base__no_qualifier,2a7ad5c304129feb0e6fa6f6628d8cf3b3bbf086aef4462c4d116cbc43472cd6,7b230d39a9fb65d436693bf9de3e5bb6ebd7db60ffb092a1319fe3f7d98e405d
183,strongreject-full-266,266,Violence,custom,49df41fa82814a2c793bff7ed50d9d1a98fe182e32ecb1b952f0fb1ea1f8669b,within_category_sha256_rank,strongreject-266__base__no_qualifier,421aec5641d4f07aeb16edcb7aa434d301f2c90d16e077a792c785783d5e7aa2,85d5597ad841d258a315a699b586417e6babb4f54928b875380b00c8b139e9e1
184,strongreject-full-259,259,Violence,AdvBench,50a19d9bcc766da7f1e6766b57acae2b86995db9e222e9ca9f65bbafc33f3acd,within_category_sha256_rank,strongreject-259__base__no_qualifier,eed226b46917ff29c7892243357e2a9d00fc6f75cbed5ba73156057f46d4bd3f,751ae1c84c3cf7a9f67b6f0153084ea92e37e660a3680dda3d21c894d784ebd7
185,strongreject-full-287,287,Violence,custom,5957868ff7ea21f808033dc1f79d21d4e46339cf88c8c8ea4cee368a558ee56d,within_category_sha256_rank,strongreject-287__base__no_qualifier,e49c0e737a0413ed05b4570bc16d29fc72872b584e3a581e1a8575376b1efce4,a036648283deb0fc64b8b6d131abc87fd76c76f439a8280ccf45bc08baaf1752
186,strongreject-full-270,270,Violence,DAN,602241b03a1b2ce889a83e3ef34cde6bafcdb070ec79a54242f54672dcfbe05e,within_category_sha256_rank,strongreject-270__base__no_qualifier,aee0fcdcd85ac29fce4e2035e6476f2fb9891d3b57231222eb734c9919d6d4ef,66b31c22b55dff214da6c6e5b3b7e7283ce80eeee906d431916d291b51fbdb8a
187,strongreject-full-263,263,Violence,DAN,6040c39d3c70f1f937984d45f2c77c845b90e524ffc974c3965b13c93cee4b7d,within_category_sha256_rank,strongreject-263__base__no_qualifier,d6312db1e8228a2bf65a97ac9ad92eb4c96dbeb1a4c60d15eedb2c3005af521a,4fa7b0b3843680688960b61ed2a0e2a9aacedc0a2cc1632e4857df58b4549439
188,strongreject-full-308,308,Violence,custom,6105f4ae045f70760bc5841eb6cce5398fc769b76d724c7de65c9ad0fccd0b4f,within_category_sha256_rank,strongreject-308__base__no_qualifier,6217dd7239d60c5705248f5aa06ec8cb8aadde2f57a388274fcbc059725430df,78f1a5e0d52b15e8375b2577773e36d3c170681c48dd997e1504504c735dab4a
189,strongreject-full-296,296,Violence,custom,63fff62c78fe85a22e77e00dc99fae1b1ca8845ae51b7838d4e14695ab7d226a,within_category_sha256_rank,strongreject-296__base__no_qualifier,5a8635de402ac14b3814ed393f41f880609743d8f8882cba5f07da0e3c0dc61b,4398f07920adfca3ed3bbfa1325ccf5ed82271ff87af21a7fdb7353fba0058fa
190,strongreject-full-275,275,Violence,custom,67690334c7108579e2a38baace48a0f48267aa7bb1ad572ac5a360ccaedfcc5c,within_category_sha256_rank,strongreject-275__base__no_qualifier,fc55c9a045d922411f8524ff39c03355b397d00ec3c3d0560a39c36594019786,e745db951752e95dc82d589b99c5500f273a0ed8bbbe80153684ab2bdf6edf94
191,strongreject-full-297,297,Violence,custom,67fd3370bf467fc8a9be28275769c3ad88441343785f3c908745867d3e37b4b4,within_category_sha256_rank,strongreject-297__base__no_qualifier,7cee3660d4f121986cecf1f1452c4abde76a8c9bfc0ca183e7d1b67e2e605c28,a2200bad12be4b8bea3942e86633f52fc84962e28b8d499f3e2e50c218d0e3ab
192,strongreject-full-303,303,Violence,custom,6afda5fc3f445a0211545fa14c0befd37032d779bd2a1328fd684920f4621938,within_category_sha256_rank,strongreject-303__base__no_qualifier,8bc0d850b69bb5215092e84a4af3379455346aa89e93f8aacac97124a150536d,8d26ff2edd5d65765454fb61ec0054330ee8950aa87a24519f0a54667a2f5d5f
193,strongreject-full-261,261,Violence,AdvBench,716727c8653a0e34c387b89b1e7ec023e34f8da28cffce82f23fe0873e84f729,within_category_sha256_rank,strongreject-261__base__no_qualifier,c41259a0759a1934e43db8b8cb4853ab14fffb1d9f0dd255a7ba3463cb9e807c,0f9ae6bb69b1b7c1b3b8a7e963e9083cbc2e4fde4d624bc81a5439970a331d07
194,strongreject-full-305,305,Violence,custom,7299208009a3cedfa2e43ba459096122340380ea5adadd49599a8284a6cc890c,within_category_sha256_rank,strongreject-305__base__no_qualifier,0e462b425333d6426ec8bccffd4281c3dd9de7bf33450c81b4c66d1b11bd2f9b,b679318cdf298ab613420a8816e6777a8941b95cc36c4c5bc5d0e5bf761b1c69
195,strongreject-full-271,271,Violence,OpenAI System Card,7685991840073fb87bbc7697f2c0296d9cd0e81fdc972dcec91555a1b2769eea,within_category_sha256_rank,strongreject-271__base__no_qualifier,a2dc32a4d9451549e0d7f9ed412cebf1a38c417d1bc41c586faa2d2c8f3816f7,a99a2f1fffc7a1a3c4589d14aee81b4588837f0d0bd0ce5773ba2572ac3ce025
196,strongreject-full-309,309,Violence,custom,786049e7da20ad3cbc65b6f7d4cc9ccb159e161be88681e6c56695702c7418ff,within_category_sha256_rank,strongreject-309__base__no_qualifier,3a6cb08ae2c16962f391ecd1df6bb2c70852183899a4e41663001050d2fdb2bd,0b70df813ffda16e52cf35495f9dd752c166b1509ed18ca93c7593d8075a137e
197,strongreject-full-302,302,Violence,custom,824741e81f9f84fae451c08ad17eaf6fdd15e0b19276ba595bd8d33ba9369a5e,within_category_sha256_rank,strongreject-302__base__no_qualifier,bb8888ed103e1261a580d59eef88b16a56578ada3a356b2088da730e382880c4,b17818c9d2edbb81b645689edd379d6157cee2109b3d8957924cb9f2d2933c2e
198,strongreject-full-293,293,Violence,custom,83479c4eb5dea5487f34cff876e40accd822b53dc79290c197275758526b7da4,within_category_sha256_rank,strongreject-293__base__no_qualifier,8b7614a11e1f923b6b2ebde48ffad758fa847d09e006a6541a98e525fcfae476,23346dc4cd6a1fea399106290af19a9afd7dc9345a5878d40add11d68db82225
199,strongreject-full-292,292,Violence,custom,85abc32f251928fe2979c4f6b14900368faf1ecf629dbdd99ffb054cca667a80,within_category_sha256_rank,strongreject-292__base__no_qualifier,e0a28ab24917f2118b14986a39192395f87dab85b15d0133ca35fd9328ba63ca,57202028967315fa8fb6e928f4abb964bfc7746a9443bfc17762fdb13c1eaba6
