sample_ix,display_token_ix,base_message_type,seg_ix,offset_fraction,edited_role,sign,p_system,p_user,p_cot,p_assistant,p_tool
1632,441,assistant,7,0.05,user,-1,3.8241824047184036e-15,3.483770263510772e-18,4.539056189187713e-07,0.9999995459362757,1.5810136228261336e-10
1633,442,assistant,7,0.05,user,-1,1.6016301657813041e-15,4.762370103067748e-18,3.623443539880814e-08,0.9999999637427881,2.27748995177329e-11
1634,443,assistant,7,0.05,user,-1,4.477911344383447e-15,1.875689512218415e-17,4.006107303524219e-09,0.9999999959866643,7.223868421187719e-12
1635,444,assistant,7,0.05,user,-1,2.679520378179227e-16,3.602360259551304e-18,1.5522220592154707e-08,0.9999999844610206,1.6758699670072144e-11
1636,445,assistant,7,0.05,user,-1,1.754362324655226e-17,3.085012522039756e-19,7.963543068316624e-09,0.9999999920362893,1.6765537456156683e-13
1637,446,assistant,7,0.05,user,-1,1.4110329674849075e-18,4.187875217869792e-20,7.538226623005725e-09,0.9999999924617374,3.5954942218435156e-14
1638,447,assistant,7,0.05,user,-1,7.976148832324714e-12,1.1363544105431326e-14,1.2096951461632779e-06,0.9999987883630929,1.933773493704693e-09
1639,448,assistant,7,0.05,user,-1,1.0598765345177312e-14,4.6613195516694234e-17,4.609733735237855e-09,0.9999999953780712,1.2184391674979924e-11
1640,449,assistant,7,0.05,user,-1,1.974692732540354e-14,3.3334592575005124e-16,6.267153934289275e-07,0.999999372923992,3.6059454736770077e-10
1641,450,assistant,7,0.05,user,-1,2.831047868244291e-15,1.0962670115211582e-17,2.77842271711305e-08,0.9999999722047536,1.1016440743904648e-11
1642,451,assistant,7,0.05,user,-1,1.8127059920957954e-16,2.349448857541819e-20,4.953134225594524e-10,0.9999999995045403,1.4608148739182934e-13
1643,452,assistant,7,0.05,user,-1,1.918365650189985e-14,2.640819093767449e-16,3.710846295391049e-08,0.9999999628625238,2.8993730983875045e-11
1644,453,assistant,7,0.05,user,-1,4.254937221679266e-16,1.2959338540161575e-17,2.1135354401739227e-07,0.9999997886380547,8.400931153884796e-12
1645,454,assistant,7,0.05,user,-1,1.477116425321606e-14,5.255452644291497e-18,1.2813809805504083e-07,0.9999998718321459,2.974134436514207e-11
1646,455,assistant,7,0.05,user,-1,4.9472895224795106e-17,2.712556991941208e-19,3.2312405749847754e-08,0.9999999676869206,6.736205924108448e-13
1647,456,assistant,7,0.05,user,-1,5.138586124434914e-16,1.3665796649361153e-18,2.734532813176121e-09,0.9999999972642779,1.1888290448662889e-12
1648,457,assistant,7,0.05,user,-1,7.019549155368401e-16,2.665463999320353e-18,6.024566785311738e-08,0.9999999397501554,4.175965940134231e-12
1649,458,assistant,7,0.05,user,-1,4.0839520908987935e-14,6.324959358303375e-16,1.596727829843034e-05,0.9999840297952625,2.9263977873300517e-09
1650,459,assistant,7,0.05,user,-1,3.611128144854219e-13,1.7551997972454277e-15,3.5275021570372494e-07,0.9999996465763829,6.730385534590344e-10
1651,460,assistant,7,0.05,user,-1,1.2389123156610402e-14,1.6700155238607896e-16,2.2279812642590602e-07,0.9999997769006643,3.0119647637215757e-10
1652,461,assistant,7,0.05,user,-1,2.1690714411969675e-14,7.873911334340774e-18,2.540121202012468e-07,0.9999997459364088,5.1449165838024605e-11
1653,462,assistant,7,0.05,user,-1,9.626606408572616e-14,1.7266313351745288e-16,8.449453505268577e-07,0.9999991543004976,7.540555865208264e-10
1654,463,assistant,7,0.05,user,-1,5.853453744523377e-16,8.070682504454857e-20,2.1850678377457775e-08,0.9999999781485758,7.450727316795647e-13
1655,464,assistant,7,0.05,user,-1,1.1599726089780024e-15,3.0119033988665206e-17,8.462531703754769e-08,0.99999991537366,1.0218956191474736e-12
1656,465,assistant,7,0.05,user,-1,9.423185771227905e-18,2.261865893118445e-19,1.9343227792192593e-08,0.9999999806566536,1.1856481199833874e-13
1657,466,assistant,7,0.05,user,-1,4.3383561708342674e-15,6.226502068298453e-17,5.2219888980094e-07,0.999999477752684,4.842168126671566e-11
1658,467,assistant,7,0.05,user,-1,7.105908217006728e-15,1.5184025758608363e-16,1.2120648669595713e-07,0.9999998787724782,2.102784695589589e-11
1659,468,assistant,7,0.05,user,-1,7.121186041532907e-15,3.268450604156117e-17,3.311684437628228e-07,0.9999996687546773,7.687174544467142e-11
1660,469,assistant,7,0.05,user,-1,2.9390198703555826e-14,4.615945946055848e-17,7.553669935423912e-07,0.999999244040637,5.923398629789784e-10
1661,470,assistant,7,0.05,user,-1,1.3928332220474482e-17,8.571356816262502e-20,1.027752349278988e-08,0.9999999897206483,1.828125130574373e-12
1662,471,assistant,7,0.05,user,-1,2.444460820963334e-12,5.2430244906096314e-15,8.113462078735552e-06,0.9999918799120726,6.62339892029985e-09
1663,472,assistant,7,0.05,user,-1,3.126202937671357e-12,2.8818815361250114e-15,9.112730010699563e-06,0.9999908744157332,1.2851127120693359e-08
1664,473,assistant,7,0.05,user,-1,1.3051984130303352e-17,2.16728915532722e-20,3.941749639795547e-08,0.9999999605821819,3.216483353941648e-13
1665,474,assistant,7,0.05,user,-1,2.3547765429722568e-14,1.3108693116459707e-17,1.1895540582731995e-06,0.9999988103820306,6.388743783844036e-11
1666,475,assistant,7,0.05,user,-1,1.7092055535406476e-15,4.079936778373414e-18,4.804141879780273e-07,0.9999995195805623,5.247978741219588e-12
1667,476,assistant,7,0.05,user,-1,1.5528338762691203e-13,1.4191499506716745e-16,4.5196605166623023e-07,0.9999995480215926,1.2200190270414004e-11
1668,477,assistant,7,0.05,user,-1,3.254691513363502e-14,4.2224362857675693e-17,4.802935274788128e-07,0.9999995196857903,2.064961444979234e-11
1669,478,assistant,7,0.05,user,-1,1.3348607066721534e-15,4.87720498669491e-18,2.155727703348974e-08,0.9999999784418618,8.596837960398377e-13
1670,479,assistant,7,0.05,user,-1,1.1708775452724405e-15,5.941707179601192e-17,8.23924934676605e-08,0.9999999175949038,1.2601520192543882e-11
1671,480,assistant,7,0.05,user,-1,8.152071492132901e-15,2.1046085499295692e-16,1.1308117804213985e-06,0.9999988691669164,2.1294629945237973e-11
1672,481,assistant,7,0.05,user,-1,2.482715001362238e-13,9.899104065274668e-17,1.9081074973106007e-07,0.9999998091612536,2.774818869524351e-11
1673,482,assistant,7,0.05,user,-1,1.3554170140127134e-13,4.683765154451988e-16,3.990929300989371e-07,0.9999996006874992,2.1943463812180887e-10
1674,483,assistant,7,0.05,user,-1,4.210697660379928e-16,4.730445757666165e-18,3.0858548294332415e-08,0.9999999691408977,5.53454141335141e-13
1675,484,assistant,7,0.05,user,-1,3.9477810298316647e-17,1.434419258573713e-19,8.867266182396022e-10,0.9999999991131783,9.497325970763729e-14
1676,485,assistant,7,0.05,user,-1,2.653010942420897e-15,1.9104249767302104e-19,6.652980013161993e-10,0.9999999993340616,6.37670509236381e-13
1677,486,assistant,7,0.05,user,-1,3.2143983462876263e-16,3.4745726675644414e-19,1.8635959403915214e-08,0.9999999813638986,1.4176842307589046e-13
1678,487,assistant,7,0.05,user,-1,3.076537747492703e-14,1.6910937304514383e-17,7.69145874700861e-09,0.9999999923059929,2.51747579815177e-12
1679,488,assistant,7,0.05,user,-1,1.0499839090399965e-16,3.185813003308587e-20,4.285485322830105e-09,0.9999999957107608,3.753744253873162e-12
1680,489,assistant,7,0.05,user,-1,1.6995975745934204e-13,1.0836738209107665e-17,4.3729641609598035e-08,0.9999999562564358,1.3752459238619751e-11
1681,490,assistant,7,0.05,user,-1,1.4348206347826132e-16,8.734476244904155e-19,3.1577683113580435e-07,0.9999996842229975,1.7122332433067005e-13
1682,491,assistant,7,0.05,user,-1,1.929527118298826e-14,8.39529065909966e-18,4.3717565610066466e-08,0.9999999562794014,3.013494808462744e-12
1683,492,assistant,7,0.05,user,-1,2.0061687450022677e-17,2.393286787753723e-20,2.4667395401353153e-09,0.9999999975332312,2.923503697385066e-14
1684,493,assistant,7,0.05,user,-1,3.7780118006892107e-17,3.649367289834445e-21,9.620828433740481e-09,0.9999999903791478,2.3865690154348894e-14
1685,494,assistant,7,0.05,user,-1,1.7759968970010816e-16,8.682152024251539e-20,2.282219776238842e-08,0.9999999771777247,7.752962932368536e-14
1686,495,assistant,7,0.05,user,-1,3.8899640899979213e-16,6.236891504791314e-20,4.19344706344457e-08,0.9999999580585797,6.949298392466848e-12
1687,496,assistant,7,0.05,user,-1,7.973056533577241e-16,7.72708853606518e-19,3.767357381745416e-08,0.9999999622980177,2.8407615311157925e-11
1688,497,assistant,7,0.05,user,-1,1.9349761712579854e-18,3.664964332413158e-21,1.1837541995405792e-09,0.9999999988158952,3.5064164808244903e-13
1689,498,assistant,7,0.05,user,-1,2.4414241686778813e-18,4.628377442357686e-21,2.9533704424724826e-09,0.9999999970463369,2.927211256958793e-13
1690,499,assistant,7,0.05,user,-1,1.1531902852608515e-17,5.7554118173594455e-21,3.669943011857166e-08,0.9999999633005188,5.1135320100753776e-14
1691,500,assistant,7,0.05,user,-1,9.602301522116418e-11,3.365553612174704e-14,2.8567366849515635e-05,0.9999707175151632,7.150219307230381e-07
1692,501,assistant,7,0.05,user,-1,2.1013331094589096e-14,4.290373573662088e-17,1.3908951454883272e-07,0.9999998608241598,8.630460820256389e-11
1693,502,assistant,7,0.05,user,-1,2.7010832206109615e-17,5.647318392270692e-21,8.066171291324555e-09,0.999999991933357,4.718618006126787e-13
1694,503,assistant,7,0.05,user,-1,5.4079555600068746e-15,1.084710832729492e-18,6.349082316770365e-08,0.9999999358576318,6.515397775839279e-10
1695,504,assistant,7,0.05,user,-1,9.54174317134094e-16,2.4287977204665523e-18,6.010211654761806e-08,0.9999999389095451,9.883373005326666e-10
1696,505,assistant,7,0.05,user,-1,2.075616408844965e-14,4.187480377707639e-17,3.148144949208119e-07,0.999999682001054,3.1844302450655947e-09
1697,506,assistant,7,0.05,user,-1,2.0267725661359518e-19,1.1576493148485478e-22,9.184808813309365e-10,0.9999999990814228,9.636958731071688e-14
1698,507,assistant,7,0.05,user,-1,3.393473251004632e-17,6.0125569665838716e-21,3.630747394372803e-09,0.9999999963675956,1.656978026435431e-12
1699,508,assistant,7,0.05,user,-1,1.9368645542300255e-16,3.061720730914301e-20,3.359008500677198e-08,0.9999999663906967,1.9218075588494732e-11
1700,509,assistant,7,0.05,user,-1,2.772904149993169e-17,8.230809413162488e-19,2.3596435929687757e-08,0.9999999763588415,4.472248216189643e-11
1701,510,assistant,7,0.05,user,-1,1.086296862634844e-11,1.4297551272064154e-13,4.749247998169061e-05,0.9999524623703789,4.5138633384996813e-08
1702,511,assistant,7,0.05,user,-1,6.129092534084841e-14,2.282373352230362e-16,4.42871786787501e-08,0.9999999554333572,2.7940272182112193e-10
1703,512,assistant,7,0.05,user,-1,2.9390760745343957e-16,1.0525239528909509e-19,8.98928444569625e-09,0.9999999909872116,2.3503740015215868e-11
978,1,user,2,0.05,user,0,0.000506527075855923,0.5881511274583316,0.004589324655273915,3.673300415801533e-07,0.4067526534804969
979,2,user,2,0.05,user,0,0.00010607717010807425,0.9972484201815232,9.472137406497388e-06,7.591994804187168e-10,0.0026360297517628944
980,3,user,2,0.05,user,0,0.000739912024874095,0.6788763501407771,0.001592707306413528,1.0312182137664943e-07,0.3187909274061139
981,4,user,2,0.05,user,0,0.0015479317936655647,0.959740331037396,0.0005408337141229385,8.809987861850675e-07,0.038170022456029136
982,5,user,2,0.05,user,0,0.00023152914792612655,0.9979284060727202,3.170058252032546e-05,1.0380522075489015e-07,0.0018082603916126378
983,6,user,2,0.05,user,0,0.008580387376185748,0.9857474325443962,0.0002935624246900747,2.9477355627200856e-07,0.0053783228811717975
984,7,user,2,0.05,user,0,0.00034960882161794106,0.9974323426476858,5.527103764789538e-05,2.0915691244542786e-07,0.0021625683361361147
985,8,user,2,0.05,user,0,2.6587698830084913e-05,0.999674068383096,1.0203384768631836e-06,4.4565127472313334e-10,0.0002983231339460251
986,9,user,2,0.05,user,0,0.0006487001228801971,0.9857486776014421,0.00026546099742801087,3.028644619522955e-07,0.013336858413787856
987,10,user,2,0.05,user,0,0.00020459087955270009,0.9787120540178651,0.0008154318960243205,2.7990522511884497e-06,0.020265124154306695
988,11,user,2,0.05,user,0,0.00012644613146522773,0.9994065634310895,6.922249229246589e-06,3.440210345427726e-11,0.00046006815381409406
989,12,user,2,0.05,user,0,3.741500966033026e-05,0.9833305451679089,0.0004691550159338517,4.919988611302659e-10,0.016162884314498135
990,13,user,2,0.05,user,0,0.0041443301841045735,0.9951884444528291,5.298808804917741e-05,9.013727494129928e-10,0.0006142363736445783
991,14,user,2,0.05,user,0,7.368826507260454e-05,0.9998707317397689,5.374033269037272e-06,3.147733543735419e-09,5.020281415596491e-05
992,15,user,2,0.05,user,0,0.004222116645552155,0.9922633672076145,0.0004858308666116387,1.2549008850283898e-06,0.0030274303793365234
993,16,user,2,0.05,user,0,0.0002471753069035756,0.99172386480751,0.0008967983882414328,5.8285851351544506e-08,0.007132103211493535
994,17,user,2,0.05,user,0,0.0004495134625949903,0.9437067249876782,0.004616763459657575,7.563395274917045e-08,0.05122692245611642
995,18,user,2,0.05,user,0,0.0002159791751964957,0.9878065367642944,0.003544241578982955,3.024540818048955e-08,0.008433212236118105
996,19,user,2,0.05,user,0,0.00022611105984885745,0.9700785533064581,0.0018956274754838793,1.1866310532428416e-08,0.02779969629189883
997,20,user,2,0.05,user,0,0.00024464332643623103,0.9972263228806266,0.0006836954682727648,5.603220457893654e-09,0.00184533272144408
998,21,user,2,0.05,user,0,0.0037191875279503853,0.9854401091109425,0.0014998422426541335,7.664585919535539e-07,0.00934009465986119
999,22,user,2,0.05,user,0,0.0012945451925381634,0.9895827976994652,0.002040092080263174,4.147904408322531e-07,0.0070821502372924675
1000,23,user,2,0.05,user,0,0.004209255893073355,0.975238952333105,0.0009432739985056386,8.843480887300249e-07,0.019607633427227388
1001,24,user,2,0.05,user,0,0.00033404266741216736,0.9945246841128634,0.0003998569660385919,2.6022915329460514e-06,0.004738813962152881
1002,25,user,2,0.05,user,0,4.9864196631008885e-06,0.9999523258617395,6.132918055848204e-07,2.9898643823069206e-09,4.20714369275846e-05
1003,26,user,2,0.05,user,0,8.595270971216682e-05,0.9973919619991699,0.0007188080398338845,7.642639358266331e-09,0.0018032696086444876
1004,27,user,2,0.05,user,0,0.0003572784181907366,0.9437253721552123,0.043345767471456104,6.539501720439684e-08,0.012571516560123902
1005,28,user,2,0.05,user,0,0.00036545555639208436,0.987364584691974,0.0005467071766698245,1.823429293194496e-06,0.011721429145670944
1006,29,user,2,0.05,user,0,0.0003884342740602146,0.9984989779463885,0.00039433437051754236,0.0005472373052403856,0.00017101610379346017
1007,30,user,2,0.05,user,0,0.0014781266968919924,0.9961420486100886,0.00015119889031667679,2.121313182422093e-05,0.0022074126708787095
1008,31,user,2,0.05,user,0,0.00013544874756593397,0.999625609411323,4.343888434728501e-05,1.4232051416599626e-05,0.00018127090534710003
1009,32,user,2,0.05,user,0,0.00040371762728642517,0.9992226473577798,2.3293278915356877e-05,9.702133825845218e-06,0.00034063960219248224
1010,33,user,2,0.05,user,0,0.00020256040822820535,0.9952193509116005,0.0004380288600755413,2.869974484491049e-07,0.004139772822647423
1011,34,user,2,0.05,user,0,0.0004036460962666659,0.9928564065748979,7.762140047095866e-05,1.0668045962614554e-06,0.006661259123768335
1012,35,user,2,0.05,user,0,5.877650942214773e-05,0.9981566626076677,0.0006561479659706315,2.3662945524595264e-07,0.0011281762874841134
1013,36,user,2,0.05,user,0,2.8373810011835835e-05,0.9968038874145518,0.0002789566146502876,3.5134965974900825e-08,0.00288874702582015
1014,37,user,2,0.05,user,0,0.00013858800465113333,0.9764145208294004,6.391948809303175e-05,3.415903442368996e-07,0.023382630087511277
1015,38,user,2,0.05,user,0,1.9699960833610028e-05,0.9992633787998267,5.826167127368883e-06,1.4000802903894032e-07,0.000710955064183217
1016,39,user,2,0.05,user,0,1.0878950947016715e-05,0.999779413051503,9.066046947100927e-06,4.952753785321753e-07,0.00020014667522411483
1017,40,user,2,0.05,user,0,5.337114093056239e-05,0.999817680505671,3.218162665585508e-05,5.886464111835468e-07,9.617808033153473e-05
1018,41,user,2,0.05,user,0,4.376517381599501e-06,0.9995822189806137,0.0001936966436074854,1.575557450941893e-08,0.00021969210282279217
1019,42,user,2,0.05,user,0,3.317232642161832e-05,0.9955439509205664,0.00020559530017003812,1.5010139349630522e-06,0.004215780438907187
1020,43,user,2,0.05,user,0,3.36149277281056e-05,0.9983648273298698,2.635203549080895e-05,4.6291249665813487e-07,0.0015747427944146285
1021,44,user,2,0.05,user,0,4.762692356341775e-05,0.9971894658385775,8.89584848740593e-05,1.3242337321993322e-06,0.0026726245192528787
1023,45,cot,3,0.05,user,0,1.6559635112992233e-08,1.6137846906829176e-05,0.961722657990112,5.739686311579257e-06,0.038255447917034544
1024,46,cot,3,0.05,user,0,6.327048084406921e-08,0.000133787591686957,0.8682743499944936,8.96232427110752e-07,0.1315909029109113
1025,47,cot,3,0.05,user,0,3.8848358180448875e-09,4.485318647931912e-06,0.9016140309026099,4.67190607913681e-07,0.09838101270329827
1026,48,cot,3,0.05,user,0,2.937230515382002e-07,0.0004732415084137389,0.9448983997506274,0.00010379443359708158,0.05452427058431025
1027,49,cot,3,0.05,user,0,3.050231507763138e-06,0.021088694376492346,0.34011389193091757,8.143086462061994e-06,0.6387862203746203
1028,50,cot,3,0.05,user,0,1.979467992696823e-07,0.00023843661553922147,0.26026646790737884,1.04180484403414e-06,0.7394938557254386
1029,51,cot,3,0.05,user,0,1.0168245108267754e-06,0.001819992314094759,0.7992066311806653,2.7274769665151596e-05,0.19894508491106408
1030,52,cot,3,0.05,user,0,3.600610223573028e-07,0.00020501656161128634,0.8483493423097005,0.00010311412262895021,0.151342166945037
1031,53,cot,3,0.05,user,0,1.779209758372698e-10,8.944444757704054e-08,0.9922973326528277,3.426072575229373e-06,0.007699151652228477
1032,54,cot,3,0.05,user,0,2.742514066191465e-07,0.00019342154685602866,0.9264022440425362,2.3316520793586914e-05,0.07338074363840756
1033,55,cot,3,0.05,user,0,7.032902227363611e-05,0.07207980977929014,0.2569737497220846,6.912397946406532e-05,0.6708069874968876
1034,56,cot,3,0.05,user,0,1.580137704844788e-05,0.14054268346632334,0.5159045411676882,2.1688204582964484e-05,0.34351528578435697
1035,57,cot,3,0.05,user,0,8.99572623236965e-06,0.8491408208043386,0.028736543414831443,1.1018790481409061e-05,0.12210262126411608
1036,58,cot,3,0.05,user,0,2.476881635040761e-07,0.006046175052566793,0.8440039692965767,5.0004151055977855e-06,0.14994460754758732
1037,59,cot,3,0.05,user,0,0.00014047494978983025,0.15640217531214073,0.7813677597783383,0.02775725044264836,0.03433233951708295
1038,60,cot,3,0.05,user,0,1.4084017258238759e-06,0.010730574355479245,0.7873914846687671,3.916108105534618e-05,0.20183737149297246
1039,61,cot,3,0.05,user,0,3.156386232102562e-05,0.9464361976235709,0.040206008808321016,0.0019582160609028496,0.011368013644884193
1040,62,cot,3,0.05,user,0,1.0618694723832668e-05,0.02931871048672944,0.8845569416554824,0.0002235468982227744,0.08589018226484162
1041,63,cot,3,0.05,user,0,6.230376299821871e-05,0.5169959782625392,0.2590501928356097,0.025627314489923267,0.19826421064892974
1042,64,cot,3,0.05,user,0,4.016960953090905e-06,0.013802819311394371,0.7939241657990117,4.829135096949498e-06,0.19226416879354385
1043,65,cot,3,0.05,user,0,1.0075050726047625e-06,0.002380993535396306,0.710778181192949,0.00013321300381255704,0.28670660476276955
1044,66,cot,3,0.05,user,0,3.2262261109374886e-06,0.0030076166922304273,0.45785023638448313,0.0010070079138111106,0.5381319127833644
1045,67,cot,3,0.05,user,0,7.39309015660263e-05,0.07952177794390662,0.4777365837227619,0.0011635081066729755,0.4415041993250924
1046,68,cot,3,0.05,user,0,3.433268197424112e-11,8.068451744830555e-08,0.9990966506754781,2.943054544550721e-06,0.0009003255511269327
1047,69,cot,3,0.05,user,0,3.750563050656961e-10,1.0948748245602193e-08,0.989603168254903,0.00011828142676937863,0.010278538994523205
1048,70,cot,3,0.05,user,0,1.741087570856406e-08,5.72027926375427e-06,0.9144939166365696,1.1441154815707875e-06,0.08549920155780924
1049,71,cot,3,0.05,user,0,6.113348206053286e-07,0.0007965452418497407,0.7644835640338196,1.2257745748575178e-06,0.23471805361493522
1050,72,cot,3,0.05,user,0,2.2531573538865842e-07,0.0037851542283866622,0.8505551842342939,2.7464424797519365e-05,0.1456319717967867
1051,73,cot,3,0.05,user,0,4.382935874125591e-10,3.128834947721542e-06,0.9967735981134355,3.49137614949501e-06,0.0032197812371736003
1052,74,cot,3,0.05,user,0,9.045087344532096e-11,2.444047398086153e-07,0.8772930363848405,3.565003474384015e-06,0.12270315411649454
1053,75,cot,3,0.05,user,0,8.964784147324717e-09,8.812482376235428e-07,0.4754536247760527,1.4770384145432372e-05,0.5245307146267801
1054,76,cot,3,0.05,user,0,1.0598784505095322e-06,0.0004912461519662392,0.9169221696224751,5.453140258213716e-05,0.08253099294452589
1055,77,cot,3,0.05,user,0,1.9133208493934161e-07,1.8452631981847248e-05,0.7418783994832256,4.102857223563707e-06,0.2580988536954839
1056,78,cot,3,0.05,user,0,1.9666487698149032e-07,0.00034403749909658036,0.961073418581763,4.222551807941248e-05,0.03854012173618391
1057,79,cot,3,0.05,user,0,9.51459050625238e-06,0.0010696853223008409,0.9765727260901831,0.0027423648992952617,0.019605709097714686
1058,80,cot,3,0.05,user,0,1.1295219747376568e-09,1.7483435455430056e-07,0.9925304145665388,2.3696729098026736e-05,0.0074457127404865065
1059,81,cot,3,0.05,user,0,6.7434520739908e-08,5.3340629967398804e-05,0.9283268449552352,5.1451040430828884e-05,0.07156829593984593
1060,82,cot,3,0.05,user,0,4.637215571875836e-05,0.001522928188430863,0.8008250011756924,0.001505875834812037,0.196099822645346
1061,83,cot,3,0.05,user,0,1.3910867988014054e-05,0.0015096222462932533,0.9415049454909047,0.00010520951954074409,0.056866311875273384
1062,84,cot,3,0.05,user,0,6.018573476236748e-11,8.331470581655296e-09,0.9988346125271235,2.2619351422144607e-05,0.0011427597297979366
1063,85,cot,3,0.05,user,0,3.3302484012480214e-12,5.5580839660873743e-11,0.9997335838534076,8.355224045893217e-05,0.000182863847222411
1064,86,cot,3,0.05,user,0,1.392148312691979e-10,1.417994954943054e-08,0.9900624371514685,0.0008030594678283417,0.009134489061538813
1065,87,cot,3,0.05,user,0,3.4376166417816726e-08,3.0171740662036426e-06,0.9860333312669189,0.013701415564331104,0.00026220161851751725
1066,88,cot,3,0.05,user,0,8.446623333463e-08,8.540987683539415e-06,0.960204464826148,0.010944386259134804,0.028842523460800174
1067,89,cot,3,0.05,user,0,1.680752118576854e-06,8.366892127851474e-06,0.8959096332945772,0.06256767546237031,0.04151264359880611
1068,90,cot,3,0.05,user,0,2.821782943296503e-07,6.080605653803226e-06,0.952521118398038,0.011891268937497113,0.03558124988051662
1069,91,cot,3,0.05,user,0,9.338510943946554e-07,0.00012340494934989907,0.8488219716747708,0.00833324254927543,0.14272044697550945
1070,92,cot,3,0.05,user,0,1.510741936707785e-07,1.1771877191590703e-05,0.9860216384268489,0.011350013918148197,0.0026164247036175267
1071,93,cot,3,0.05,user,0,1.7594550801542573e-11,1.1186918113599803e-10,0.9916230562833385,0.008222249975820835,0.00015469361137691482
1072,94,cot,3,0.05,user,0,6.211863245101464e-10,6.838480256038254e-08,0.989503555556959,0.0006406414105165721,0.009855734026535374
1073,95,cot,3,0.05,user,0,1.0865223816770691e-07,1.23881935404074e-05,0.9380787602713536,0.002219129336756479,0.05968961354611143
1074,96,cot,3,0.05,user,0,1.5074045116811056e-09,2.9247680448282994e-07,0.992859918091576,0.001934656424520588,0.0052051314996944585
1075,97,cot,3,0.05,user,0,4.922653381495209e-08,2.861313818675623e-06,0.8720564467290437,0.002238720823395276,0.12570192190720852
1076,98,cot,3,0.05,user,0,1.7455735242656297e-08,1.0823132423734492e-06,0.9318715377959196,0.003890876984641935,0.0642364854504609
1077,99,cot,3,0.05,user,0,1.4815789902257793e-06,0.00012097166808424249,0.7679818258188422,0.00046960277201585723,0.23142611816206743
1078,100,cot,3,0.05,user,0,1.6671813818695725e-06,3.110649924805552e-05,0.3620409759818804,0.012173700958928347,0.6257525493785614
1079,101,cot,3,0.05,user,0,3.121851086472946e-05,0.01005892448618484,0.3637183188338915,0.028415863747275137,0.5977756744217837
1080,102,cot,3,0.05,user,0,6.996790280190442e-08,4.869436079608231e-06,0.6455250623667727,0.013900718850821742,0.3405692793784232
1081,103,cot,3,0.05,user,0,3.4020158558612646e-06,1.6847782470056457e-05,0.31456360249342846,0.03296428332581776,0.6524518643824279
1082,104,cot,3,0.05,user,0,3.738850646667228e-07,1.1224584910352186e-05,0.6644343240372568,0.06947526125096884,0.2660788162417993
1083,105,cot,3,0.05,user,0,1.4176349485910975e-09,4.2170963016114774e-08,0.9935089406264964,0.004489932784867333,0.002001083000038192
1084,106,cot,3,0.05,user,0,1.4413942397445162e-08,1.9070012555351966e-06,0.9494853513973555,0.005344033392391914,0.045168693795054685
1085,107,cot,3,0.05,user,0,0.00034389668516773104,0.027754053929063615,0.7185606381020894,0.1667603443820207,0.08658106690165847
1086,108,cot,3,0.05,user,0,6.663472823643323e-05,0.002554468196792453,0.5964640280386667,0.200718352637032,0.20019651639927233
1087,109,cot,3,0.05,user,0,6.03286560307575e-08,1.0851419034221193e-05,0.8822281454827007,0.10339091244708586,0.014370030322523332
1088,110,cot,3,0.05,user,0,0.00046937291762787903,0.40345340078389946,0.3886259023987611,0.14158351593179078,0.06586780796792081
1089,111,cot,3,0.05,user,0,1.105001763318012e-05,0.00020055715856817766,0.7897395521033773,0.017368089549448802,0.1926807511709725
1090,112,cot,3,0.05,user,0,2.2901129050469646e-06,0.0001541044449754329,0.10227935042071352,0.8881371600355871,0.00942709498581895
1091,113,cot,3,0.05,user,0,1.5541707350697347e-06,9.049798262154409e-06,0.22330807684783424,0.7718709341133436,0.004810385069824968
1092,114,cot,3,0.05,user,0,1.7208182423044736e-06,0.00011445978350552954,0.9580861250292403,0.003824704006314069,0.0379729903626979
1093,115,cot,3,0.05,user,0,0.0015344116247146284,0.02009248503854895,0.016206102690767405,0.0006672639765814187,0.9614997366693876
1094,116,cot,3,0.05,user,0,0.00025699345015540965,0.0015029663505252192,0.014597959985154564,0.004033782466733851,0.9796082977474311
1095,117,cot,3,0.05,user,0,2.6480945161903687e-06,4.603402830968393e-06,0.4908019090897439,0.018282477636927686,0.49090836177598113
1096,118,cot,3,0.05,user,0,3.828174799319486e-05,0.0013925044051096493,0.31697641289840056,0.07078386401874276,0.6108089369297538
1097,119,cot,3,0.05,user,0,8.465214864661948e-07,3.4335926957756276e-06,0.6854692929825236,0.007018324835983305,0.30750810206731094
1098,120,cot,3,0.05,user,0,0.0003917479133564456,0.05095785834411677,0.2596735681811447,0.00039133807278911596,0.688585487488593
1099,121,cot,3,0.05,user,0,8.106059198079952e-09,2.001962332433144e-07,0.9858160196359598,0.002949171835058416,0.01123460022668932
1100,122,cot,3,0.05,user,0,7.050247434746211e-09,5.716516943339467e-07,0.930742790819833,0.036992392623961284,0.03226423785426397
1101,123,cot,3,0.05,user,0,2.3300465810171214e-05,0.000983916493675183,0.7122923733837446,0.003965202122883986,0.282735207533886
1102,124,cot,3,0.05,user,0,1.6607709055613483e-07,1.7993041634726678e-05,0.8730632045101,0.03933209640924397,0.08758653996193062
1103,125,cot,3,0.05,user,0,1.6333019432018776e-08,6.080842515032055e-08,0.9534221003312325,0.03389762982859412,0.012680192698728637
1104,126,cot,3,0.05,user,0,1.3217136347113723e-08,1.678607076454978e-08,0.8899900118657822,0.10495770068492549,0.0050522574460850735
