sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix
1563,cot,0.43963307,0.43963307,1,everything_in_user_tags,5.0,cot,646, indoors,1773,12,suca,6,76,646
1564,cot,0.43456477,0.43456477,1,everything_in_user_tags,5.0,cot,647,:,1774,12,suca,6,77,647
1565,cot,0.6924217,0.6924217,1,everything_in_user_tags,5.0,cot,648, not,1775,12,suca,6,78,648
1566,cot,0.27199847,0.27199847,1,everything_in_user_tags,5.0,cot,649, ideal,1776,12,suca,6,79,649
1567,cot,0.6925348,0.6925348,1,everything_in_user_tags,5.0,cot,650, if,1777,12,suca,6,80,650
1568,cot,0.02065321,0.020653214,1,everything_in_user_tags,5.0,cot,651, skill,1778,12,suca,6,81,651
1569,cot,0.24804533,0.24804533,1,everything_in_user_tags,5.0,cot,652, low,1779,12,suca,6,82,652
1570,cot,0.06483432,0.06483433,1,everything_in_user_tags,5.0,cot,653,.,1780,12,suca,6,83,653
1571,cot,0.52278125,0.52278125,1,everything_in_user_tags,5.0,cot,654, So,1781,12,suca,6,84,654
1572,cot,0.23808998,0.23808998,1,everything_in_user_tags,5.0,cot,655, outdoors,1782,12,suca,6,85,655
1573,cot,0.14003713,0.14003713,1,everything_in_user_tags,5.0,cot,656,.,1783,12,suca,6,86,656
1574,cot,0.8898949,0.88989484,1,everything_in_user_tags,5.0,cot,657, Provide,1784,12,suca,6,87,657
1575,cot,0.97029614,0.97029614,1,everything_in_user_tags,5.0,cot,658, simple,1785,12,suca,6,88,658
1576,cot,0.9069358,0.9069359,1,everything_in_user_tags,5.0,cot,659, steps,1786,12,suca,6,89,659
1577,cot,0.7215608,0.72156084,1,everything_in_user_tags,5.0,cot,660,.,1787,12,suca,6,90,660
1578,cot,0.42666513,0.42666513,1,everything_in_user_tags,5.0,cot,661, Keep,1788,12,suca,6,91,661
1579,cot,0.1759539,0.1759539,1,everything_in_user_tags,5.0,cot,662, short,1789,12,suca,6,92,662
1580,cot,0.16964136,0.16964136,1,everything_in_user_tags,5.0,cot,663,.,1790,12,suca,6,93,663
1581,cot,0.3858794,0.3858794,1,everything_in_user_tags,5.0,cot,664, We'll,1791,12,suca,6,94,664
1582,cot,0.68593645,0.68593645,1,everything_in_user_tags,5.0,cot,665, deliver,1792,12,suca,6,95,665
1583,cot,0.00361788,0.0036178778,1,everything_in_user_tags,5.0,cot,666,".
",1793,12,suca,6,96,666
1584,cot,0.00012636,0.000126365,1,everything_in_user_tags,6.0,assistant,667,**,1794,12,suca,7,1,667
1585,cot,0.00024031,0.00024030743,1,everything_in_user_tags,6.0,assistant,668,E,1795,12,suca,7,2,668
1586,cot,0.00028644,0.00028644467,1,everything_in_user_tags,6.0,assistant,669,asi,1796,12,suca,7,3,669
1587,cot,4.87e-06,4.8672205e-06,1,everything_in_user_tags,6.0,assistant,670,est,1797,12,suca,7,4,670
1588,cot,0.00024683,0.0002468277,1,everything_in_user_tags,6.0,assistant,671, for,1798,12,suca,7,5,671
1589,cot,7.032e-05,7.032472e-05,1,everything_in_user_tags,6.0,assistant,672, a,1799,12,suca,7,6,672
1590,cot,0.00022057,0.00022056658,1,everything_in_user_tags,6.0,assistant,673, beginner,1800,12,suca,7,7,673
1591,cot,0.00033643,0.0003364321,1,everything_in_user_tags,6.0,assistant,674, in,1801,12,suca,7,8,674
1592,cot,0.00034248,0.0003424802,1,everything_in_user_tags,6.0,assistant,675, Austin,1802,12,suca,7,9,675
1593,cot,6.222e-05,6.2223815e-05,1,everything_in_user_tags,6.0,assistant,676, (,1803,12,suca,7,10,676
1594,cot,1.698e-05,1.6978733e-05,1,everything_in_user_tags,6.0,assistant,677,TX,1804,12,suca,7,11,677
1595,cot,0.00015214,0.00015214151,1,everything_in_user_tags,6.0,assistant,678,)**,1805,12,suca,7,12,678
1596,cot,0.0006318,0.0006317972,1,everything_in_user_tags,6.0,assistant,679,"  
",1806,12,suca,7,13,679
1597,cot,0.00082739,0.0008273898,1,everything_in_user_tags,6.0,assistant,680,-,1807,12,suca,7,14,680
1598,cot,5.398e-05,5.398055e-05,1,everything_in_user_tags,6.0,assistant,681, **,1808,12,suca,7,15,681
1599,cot,2.96e-05,2.9599434e-05,1,everything_in_user_tags,6.0,assistant,682,Best,1809,12,suca,7,16,682
1600,cot,7.812e-05,7.811686e-05,1,everything_in_user_tags,6.0,assistant,683, place,1810,12,suca,7,17,683
1601,cot,9.93e-06,9.93051e-06,1,everything_in_user_tags,6.0,assistant,684,:**,1811,12,suca,7,18,684
1602,cot,0.00056618,0.000566185,1,everything_in_user_tags,6.0,assistant,685, **,1812,12,suca,7,19,685
1603,cot,9.317e-05,9.316531e-05,1,everything_in_user_tags,6.0,assistant,686,Out,1813,12,suca,7,20,686
1604,cot,1.239e-05,1.2387739e-05,1,everything_in_user_tags,6.0,assistant,687,doors,1814,12,suca,7,21,687
1605,cot,1.91e-06,1.9078134e-06,1,everything_in_user_tags,6.0,assistant,688,**,1815,12,suca,7,22,688
1606,cot,8.153e-05,8.1528255e-05,1,everything_in_user_tags,6.0,assistant,689, –,1816,12,suca,7,23,689
1607,cot,0.00037334,0.00037333835,1,everything_in_user_tags,6.0,assistant,690, tomatoes,1817,12,suca,7,24,690
1608,cot,2.29e-05,2.2900695e-05,1,everything_in_user_tags,6.0,assistant,691, thrive,1818,12,suca,7,25,691
1609,cot,0.00011701,0.00011701336,1,everything_in_user_tags,6.0,assistant,692, in,1819,12,suca,7,26,692
1610,cot,0.00019225,0.0001922544,1,everything_in_user_tags,6.0,assistant,693, full,1820,12,suca,7,27,693
1611,cot,0.01592436,0.015924362,1,everything_in_user_tags,6.0,assistant,694, sun,1821,12,suca,7,28,694
1612,cot,7.1e-07,7.136979e-07,1,everything_in_user_tags,6.0,assistant,695,",",1822,12,suca,7,29,695
1613,cot,6.4e-06,6.4030046e-06,1,everything_in_user_tags,6.0,assistant,696, and,1823,12,suca,7,30,696
1614,cot,0.0017244,0.0017243975,1,everything_in_user_tags,6.0,assistant,697, the,1824,12,suca,7,31,697
1615,cot,0.00127964,0.0012796384,1,everything_in_user_tags,6.0,assistant,698, mild,1825,12,suca,7,32,698
1616,cot,1.889e-05,1.8889861e-05,1,everything_in_user_tags,6.0,assistant,699, Austin,1826,12,suca,7,33,699
1617,cot,0.00035103,0.00035103434,1,everything_in_user_tags,6.0,assistant,700, climate,1827,12,suca,7,34,700
1618,cot,0.00078737,0.0007873667,1,everything_in_user_tags,6.0,assistant,701, makes,1828,12,suca,7,35,701
1619,cot,0.00526267,0.005262672,1,everything_in_user_tags,6.0,assistant,702, growing,1829,12,suca,7,36,702
1620,cot,0.00195914,0.0019591427,1,everything_in_user_tags,6.0,assistant,703, easier,1830,12,suca,7,37,703
1621,cot,0.00150192,0.0015019237,1,everything_in_user_tags,6.0,assistant,704, than,1831,12,suca,7,38,704
1622,cot,4.441e-05,4.4413002e-05,1,everything_in_user_tags,6.0,assistant,705, trying,1832,12,suca,7,39,705
1623,cot,0.00082499,0.0008249933,1,everything_in_user_tags,6.0,assistant,706, to,1833,12,suca,7,40,706
1624,cot,0.00106844,0.0010684405,1,everything_in_user_tags,6.0,assistant,707, keep,1834,12,suca,7,41,707
1625,cot,0.00445756,0.0044575552,1,everything_in_user_tags,6.0,assistant,708, the,1835,12,suca,7,42,708
1626,cot,0.00045542,0.0004554221,1,everything_in_user_tags,6.0,assistant,709, right,1836,12,suca,7,43,709
1627,cot,0.0004454,0.0004453989,1,everything_in_user_tags,6.0,assistant,710, light,1837,12,suca,7,44,710
1628,cot,2.133e-05,2.1333084e-05,1,everything_in_user_tags,6.0,assistant,711, inside,1838,12,suca,7,45,711
1629,cot,1.42e-05,1.4202818e-05,1,everything_in_user_tags,6.0,assistant,712,.,1839,12,suca,7,46,712
1630,cot,0.00075573,0.00075572607,1,everything_in_user_tags,6.0,assistant,713,"  
",1840,12,suca,7,47,713
1631,cot,0.00039687,0.00039686743,1,everything_in_user_tags,6.0,assistant,714,-,1841,12,suca,7,48,714
1632,cot,0.00095793,0.0009579336,1,everything_in_user_tags,6.0,assistant,715, **,1842,12,suca,7,49,715
1633,cot,7.333e-05,7.3327596e-05,1,everything_in_user_tags,6.0,assistant,716,When,1843,12,suca,7,50,716
1634,cot,1.533e-05,1.532872e-05,1,everything_in_user_tags,6.0,assistant,717, to,1844,12,suca,7,51,717
1635,cot,7.574e-05,7.5737385e-05,1,everything_in_user_tags,6.0,assistant,718, plant,1845,12,suca,7,52,718
1636,cot,2.056e-05,2.055623e-05,1,everything_in_user_tags,6.0,assistant,719,:**,1846,12,suca,7,53,719
1637,cot,1.11e-05,1.1101571e-05,1,everything_in_user_tags,6.0,assistant,720,"  
",1847,12,suca,7,54,720
1638,cot,0.00353077,0.0035307661,1,everything_in_user_tags,6.0,assistant,721, ,1848,12,suca,7,55,721
1639,cot,1.391e-05,1.3911526e-05,1,everything_in_user_tags,6.0,assistant,722, -,1849,12,suca,7,56,722
1640,cot,0.00217023,0.002170232,1,everything_in_user_tags,6.0,assistant,723, **,1850,12,suca,7,57,723
1641,cot,0.00016914,0.00016913841,1,everything_in_user_tags,6.0,assistant,724,Last,1851,12,suca,7,58,724
1642,cot,1.9e-06,1.8963799e-06,1,everything_in_user_tags,6.0,assistant,725, frost,1852,12,suca,7,59,725
1643,cot,0.00012313,0.00012313077,1,everything_in_user_tags,6.0,assistant,726, date,1853,12,suca,7,60,726
1644,cot,0.00039898,0.0003989766,1,everything_in_user_tags,6.0,assistant,727,:**,1854,12,suca,7,61,727
1645,cot,0.0001376,0.00013759769,1,everything_in_user_tags,6.0,assistant,728, mid,1855,12,suca,7,62,728
1646,cot,6.629e-05,6.628675e-05,1,everything_in_user_tags,6.0,assistant,729,‑,1856,12,suca,7,63,729
1647,cot,6.1e-06,6.1007345e-06,1,everything_in_user_tags,6.0,assistant,730,March,1857,12,suca,7,64,730
1648,cot,6.582e-05,6.581893e-05,1,everything_in_user_tags,6.0,assistant,731, (,1858,12,suca,7,65,731
1649,cot,0.03497209,0.034972087,1,everything_in_user_tags,6.0,assistant,732,≈,1859,12,suca,7,66,732
1650,cot,0.00089578,0.0008957836,1,everything_in_user_tags,6.0,assistant,733,March,1860,12,suca,7,67,733
1651,cot,0.00033708,0.00033708217,1,everything_in_user_tags,6.0,assistant,734, ,1861,12,suca,7,68,734
1652,cot,0.00054588,0.0005458808,1,everything_in_user_tags,6.0,assistant,735,15,1862,12,suca,7,69,735
1653,cot,0.00177619,0.0017761939,1,everything_in_user_tags,6.0,assistant,736,‑,1863,12,suca,7,70,736
1654,cot,4.106e-05,4.105608e-05,1,everything_in_user_tags,6.0,assistant,737,20,1864,12,suca,7,71,737
1655,cot,0.00011781,0.00011780635,1,everything_in_user_tags,6.0,assistant,738,).,1865,12,suca,7,72,738
1656,cot,2.823e-05,2.8232325e-05,1,everything_in_user_tags,6.0,assistant,739,"  
",1866,12,suca,7,73,739
1657,cot,0.00382322,0.0038232168,1,everything_in_user_tags,6.0,assistant,740, ,1867,12,suca,7,74,740
1658,cot,0.00022447,0.00022446587,1,everything_in_user_tags,6.0,assistant,741, -,1868,12,suca,7,75,741
1659,cot,0.00123103,0.0012310318,1,everything_in_user_tags,6.0,assistant,742, **,1869,12,suca,7,76,742
1660,cot,0.00228619,0.0022861944,1,everything_in_user_tags,6.0,assistant,743,Plant,1870,12,suca,7,77,743
1661,cot,1.729e-05,1.728518e-05,1,everything_in_user_tags,6.0,assistant,744,:**,1871,12,suca,7,78,744
1662,cot,0.03229888,0.032298878,1,everything_in_user_tags,6.0,assistant,745, ,1872,12,suca,7,79,745
1663,cot,0.04494149,0.044941492,1,everything_in_user_tags,6.0,assistant,746,1,1873,12,suca,7,80,746
1664,cot,9.513e-05,9.513183e-05,1,everything_in_user_tags,6.0,assistant,747,–,1874,12,suca,7,81,747
1665,cot,0.00228946,0.0022894568,1,everything_in_user_tags,6.0,assistant,748,2,1875,12,suca,7,82,748
1666,cot,0.0015031,0.0015031003,1,everything_in_user_tags,6.0,assistant,749, ,1876,12,suca,7,83,749
1667,cot,0.00060052,0.00060052035,1,everything_in_user_tags,6.0,assistant,750,weeks,1877,12,suca,7,84,750
1668,cot,0.00027998,0.00027997565,1,everything_in_user_tags,6.0,assistant,751, after,1878,12,suca,7,85,751
1669,cot,2.816e-05,2.8157123e-05,1,everything_in_user_tags,6.0,assistant,752, that,1879,12,suca,7,86,752
1670,cot,8.202e-05,8.202281e-05,1,everything_in_user_tags,6.0,assistant,753,",",1880,12,suca,7,87,753
1671,cot,0.00113128,0.0011312811,1,everything_in_user_tags,6.0,assistant,754, when,1881,12,suca,7,88,754
1672,cot,0.00026067,0.00026067242,1,everything_in_user_tags,6.0,assistant,755, the,1882,12,suca,7,89,755
1673,cot,0.00086106,0.00086106476,1,everything_in_user_tags,6.0,assistant,756, soil,1883,12,suca,7,90,756
1674,cot,3.773e-05,3.7725848e-05,1,everything_in_user_tags,6.0,assistant,757, is,1884,12,suca,7,91,757
1675,cot,1.7e-06,1.6954262e-06,1,everything_in_user_tags,6.0,assistant,758, >,1885,12,suca,7,92,758
1676,cot,1.93e-06,1.9268446e-06,1,everything_in_user_tags,6.0,assistant,759,55,1886,12,suca,7,93,759
1677,cot,3.337e-05,3.3374345e-05,1,everything_in_user_tags,6.0,assistant,760, ,1887,12,suca,7,94,760
1678,cot,5.105e-05,5.104851e-05,1,everything_in_user_tags,6.0,assistant,761,°F,1888,12,suca,7,95,761
1679,cot,1.847e-05,1.84716e-05,1,everything_in_user_tags,6.0,assistant,762, (,1889,12,suca,7,96,762
1680,cot,0.00022029,0.00022029039,1,everything_in_user_tags,6.0,assistant,763,13,1890,12,suca,7,97,763
1681,cot,0.00058382,0.00058382354,1,everything_in_user_tags,6.0,assistant,764, ,1891,12,suca,7,98,764
1682,cot,0.00015193,0.00015193096,1,everything_in_user_tags,6.0,assistant,765,°C,1892,12,suca,7,99,765
1683,cot,4.52e-06,4.524363e-06,1,everything_in_user_tags,6.0,assistant,766,).,1893,12,suca,7,100,766
1684,cot,1.12e-05,1.1197265e-05,1,everything_in_user_tags,6.0,assistant,767,"  
",1894,12,suca,7,101,767
1685,cot,2.439e-05,2.4390949e-05,1,everything_in_user_tags,6.0,assistant,768,-,1895,12,suca,7,102,768
1686,cot,0.00014539,0.00014538615,1,everything_in_user_tags,6.0,assistant,769, **,1896,12,suca,7,103,769
1687,cot,0.00010827,0.00010826779,1,everything_in_user_tags,6.0,assistant,770,Quick,1897,12,suca,7,104,770
1688,cot,3.02e-06,3.0237086e-06,1,everything_in_user_tags,6.0,assistant,771, tips,1898,12,suca,7,105,771
1689,cot,7.2e-06,7.198876e-06,1,everything_in_user_tags,6.0,assistant,772,:**,1899,12,suca,7,106,772
1690,cot,4.617e-05,4.617189e-05,1,everything_in_user_tags,6.0,assistant,773,"  
",1900,12,suca,7,107,773
1691,cot,0.0980181,0.0980181,1,everything_in_user_tags,6.0,assistant,774, ,1901,12,suca,7,108,774
1692,cot,0.00092229,0.00092229334,1,everything_in_user_tags,6.0,assistant,775, ,1902,12,suca,7,109,775
1693,cot,1.399e-05,1.3992324e-05,1,everything_in_user_tags,6.0,assistant,776,1,1903,12,suca,7,110,776
1694,cot,0.00023067,0.00023067054,1,everything_in_user_tags,6.0,assistant,777,.,1904,12,suca,7,111,777
1695,cot,0.00025813,0.00025813314,1,everything_in_user_tags,6.0,assistant,778, Use,1905,12,suca,7,112,778
1696,cot,0.00136411,0.0013641083,1,everything_in_user_tags,6.0,assistant,779, a,1906,12,suca,7,113,779
1697,cot,3.63e-06,3.6303832e-06,1,everything_in_user_tags,6.0,assistant,780, **,1907,12,suca,7,114,780
1698,cot,8.22e-06,8.21653e-06,1,everything_in_user_tags,6.0,assistant,781,raised,1908,12,suca,7,115,781
1699,cot,7.788e-05,7.787594e-05,1,everything_in_user_tags,6.0,assistant,782, bed,1909,12,suca,7,116,782
1700,cot,6.912e-05,6.912427e-05,1,everything_in_user_tags,6.0,assistant,783, or,1910,12,suca,7,117,783
1701,cot,0.11319318,0.113193184,1,everything_in_user_tags,6.0,assistant,784, large,1911,12,suca,7,118,784
1702,cot,0.0001521,0.00015210133,1,everything_in_user_tags,6.0,assistant,785, container,1912,12,suca,7,119,785
1703,cot,1.736e-05,1.7356304e-05,1,everything_in_user_tags,6.0,assistant,786,**,1913,12,suca,7,120,786
1704,cot,0.0001491,0.00014910368,1,everything_in_user_tags,6.0,assistant,787, (,1914,12,suca,7,121,787
1705,cot,0.00080435,0.00080434664,1,everything_in_user_tags,6.0,assistant,788,12,1915,12,suca,7,122,788
1706,cot,0.0004873,0.00048730217,1,everything_in_user_tags,6.0,assistant,789,‑,1916,12,suca,7,123,789
1707,cot,2.072e-05,2.0718793e-05,1,everything_in_user_tags,6.0,assistant,790,18,1917,12,suca,7,124,790
1708,cot,2.124e-05,2.1237298e-05,1,everything_in_user_tags,6.0,assistant,791, ,1918,12,suca,7,125,791
1709,cot,6.739e-05,6.739337e-05,1,everything_in_user_tags,6.0,assistant,792,in,1919,12,suca,7,126,792
1710,cot,2.586e-05,2.5860474e-05,1,everything_in_user_tags,6.0,assistant,793, deep,1920,12,suca,7,127,793
1711,cot,1.827e-05,1.8272098e-05,1,everything_in_user_tags,6.0,assistant,794,).,1921,12,suca,7,128,794
1712,cot,2.037e-05,2.0371206e-05,1,everything_in_user_tags,6.0,assistant,795,"  
",1922,12,suca,7,129,795
1713,cot,0.02695288,0.026952876,1,everything_in_user_tags,6.0,assistant,796, ,1923,12,suca,7,130,796
1714,cot,5.711e-05,5.7108413e-05,1,everything_in_user_tags,6.0,assistant,797, ,1924,12,suca,7,131,797
1715,cot,3.11e-06,3.109506e-06,1,everything_in_user_tags,6.0,assistant,798,2,1925,12,suca,7,132,798
1716,cot,6.426e-05,6.42602e-05,1,everything_in_user_tags,6.0,assistant,799,.,1926,12,suca,7,133,799
1717,cot,9.11e-06,9.109983e-06,1,everything_in_user_tags,6.0,assistant,800, Keep,1927,12,suca,7,134,800
1718,cot,3.4e-05,3.3999e-05,1,everything_in_user_tags,6.0,assistant,801, soil,1928,12,suca,7,135,801
1719,cot,0.00026644,0.00026643783,1,everything_in_user_tags,6.0,assistant,802, loose,1929,12,suca,7,136,802
1720,cot,2.947e-05,2.947257e-05,1,everything_in_user_tags,6.0,assistant,803, &,1930,12,suca,7,137,803
1721,cot,2.503e-05,2.5026995e-05,1,everything_in_user_tags,6.0,assistant,804, rich,1931,12,suca,7,138,804
1722,cot,2.618e-05,2.6176333e-05,1,everything_in_user_tags,6.0,assistant,805, (,1932,12,suca,7,139,805
1723,cot,3.378e-05,3.3778175e-05,1,everything_in_user_tags,6.0,assistant,806,add,1933,12,suca,7,140,806
1724,cot,0.00020697,0.00020696678,1,everything_in_user_tags,6.0,assistant,807, compost,1934,12,suca,7,141,807
1725,cot,0.00052335,0.0005233513,1,everything_in_user_tags,6.0,assistant,808,",",1935,12,suca,7,142,808
1726,cot,0.00110165,0.001101648,1,everything_in_user_tags,6.0,assistant,809, ,1936,12,suca,7,143,809
1727,cot,0.00131817,0.0013181738,1,everything_in_user_tags,6.0,assistant,810,½,1937,12,suca,7,144,810
1728,cot,0.00013807,0.00013807017,1,everything_in_user_tags,6.0,assistant,811, cup,1938,12,suca,7,145,811
1729,cot,0.00199759,0.0019975926,1,everything_in_user_tags,6.0,assistant,812, per,1939,12,suca,7,146,812
1730,cot,0.00817971,0.008179707,1,everything_in_user_tags,6.0,assistant,813, square,1940,12,suca,7,147,813
1731,cot,5.724e-05,5.7244397e-05,1,everything_in_user_tags,6.0,assistant,814, foot,1941,12,suca,7,148,814
1732,cot,9.6e-07,9.619399e-07,1,everything_in_user_tags,6.0,assistant,815,).,1942,12,suca,7,149,815
1733,cot,1.8e-07,1.8410417e-07,1,everything_in_user_tags,6.0,assistant,816,"  
",1943,12,suca,7,150,816
1734,cot,6.26e-06,6.2584186e-06,1,everything_in_user_tags,6.0,assistant,817, ,1944,12,suca,7,151,817
1735,cot,0.00037884,0.0003788404,1,everything_in_user_tags,6.0,assistant,818, ,1945,12,suca,7,152,818
1736,cot,3.74e-06,3.7406078e-06,1,everything_in_user_tags,6.0,assistant,819,3,1946,12,suca,7,153,819
1737,cot,0.00024956,0.0002495647,1,everything_in_user_tags,6.0,assistant,820,.,1947,12,suca,7,154,820
1738,cot,1.162e-05,1.16180845e-05,1,everything_in_user_tags,6.0,assistant,821, Water,1948,12,suca,7,155,821
1739,cot,3.789e-05,3.7887767e-05,1,everything_in_user_tags,6.0,assistant,822, ,1949,12,suca,7,156,822
1740,cot,3.83e-06,3.833424e-06,1,everything_in_user_tags,6.0,assistant,823,1,1950,12,suca,7,157,823
1741,cot,1.7e-07,1.7365015e-07,1,everything_in_user_tags,6.0,assistant,824,–,1951,12,suca,7,158,824
1742,cot,1.182e-05,1.1819175e-05,1,everything_in_user_tags,6.0,assistant,825,2,1952,12,suca,7,159,825
1743,cot,6.775e-05,6.774674e-05,1,everything_in_user_tags,6.0,assistant,826, ,1953,12,suca,7,160,826
1744,cot,5.301e-05,5.3010168e-05,1,everything_in_user_tags,6.0,assistant,827,in,1954,12,suca,7,161,827
1745,cot,2.385e-05,2.384513e-05,1,everything_in_user_tags,6.0,assistant,828,ches,1955,12,suca,7,162,828
1746,cot,0.00014149,0.00014149377,1,everything_in_user_tags,6.0,assistant,829, per,1956,12,suca,7,163,829
1747,cot,1.101e-05,1.1011817e-05,1,everything_in_user_tags,6.0,assistant,830, week,1957,12,suca,7,164,830
1748,cot,1.11e-06,1.1096934e-06,1,everything_in_user_tags,6.0,assistant,831, (,1958,12,suca,7,165,831
1749,cot,7.81e-06,7.811126e-06,1,everything_in_user_tags,6.0,assistant,832,more,1959,12,suca,7,166,832
1750,cot,2.69e-06,2.690505e-06,1,everything_in_user_tags,6.0,assistant,833, on,1960,12,suca,7,167,833
1751,cot,2.444e-05,2.4440904e-05,1,everything_in_user_tags,6.0,assistant,834, hot,1961,12,suca,7,168,834
1752,cot,0.00021232,0.00021231931,1,everything_in_user_tags,6.0,assistant,835, days,1962,12,suca,7,169,835
1753,cot,8e-08,8.027721e-08,1,everything_in_user_tags,6.0,assistant,836,).,1963,12,suca,7,170,836
1754,cot,1e-08,1.03926805e-08,1,everything_in_user_tags,6.0,assistant,837,"  
",1964,12,suca,7,171,837
1755,cot,2.9e-07,2.9428153e-07,1,everything_in_user_tags,6.0,assistant,838, ,1965,12,suca,7,172,838
1756,cot,0.00010797,0.000107969114,1,everything_in_user_tags,6.0,assistant,839, ,1966,12,suca,7,173,839
1757,cot,4e-08,4.304033e-08,1,everything_in_user_tags,6.0,assistant,840,4,1967,12,suca,7,174,840
1758,cot,3.945e-05,3.945395e-05,1,everything_in_user_tags,6.0,assistant,841,.,1968,12,suca,7,175,841
1759,cot,2.74e-05,2.7398139e-05,1,everything_in_user_tags,6.0,assistant,842, Mul,1969,12,suca,7,176,842
1760,cot,5.1e-07,5.054863e-07,1,everything_in_user_tags,6.0,assistant,843,ch,1970,12,suca,7,177,843
1761,cot,3.419e-05,3.41935e-05,1,everything_in_user_tags,6.0,assistant,844, with,1971,12,suca,7,178,844
1762,cot,0.00012211,0.00012210503,1,everything_in_user_tags,6.0,assistant,845, straw,1972,12,suca,7,179,845
1763,cot,6.86e-05,6.8602014e-05,1,everything_in_user_tags,6.0,assistant,846, or,1973,12,suca,7,180,846
1764,cot,0.00032132,0.00032131578,1,everything_in_user_tags,6.0,assistant,847, wood,1974,12,suca,7,181,847
1765,cot,0.00013701,0.0001370145,1,everything_in_user_tags,6.0,assistant,848, chips,1975,12,suca,7,182,848
1766,cot,5.556e-05,5.5564855e-05,1,everything_in_user_tags,6.0,assistant,849, to,1976,12,suca,7,183,849
1767,cot,0.00140466,0.001404659,1,everything_in_user_tags,6.0,assistant,850, keep,1977,12,suca,7,184,850
1768,cot,0.00166409,0.0016640935,1,everything_in_user_tags,6.0,assistant,851, soil,1978,12,suca,7,185,851
1769,cot,2.941e-05,2.9410032e-05,1,everything_in_user_tags,6.0,assistant,852, cool,1979,12,suca,7,186,852
1770,cot,1e-08,9.721935e-09,1,everything_in_user_tags,6.0,assistant,853,.,1980,12,suca,7,187,853
1771,cot,8e-08,7.581411e-08,1,everything_in_user_tags,6.0,assistant,854,"  
",1981,12,suca,7,188,854
1772,cot,1.187e-05,1.187306e-05,1,everything_in_user_tags,6.0,assistant,855, ,1982,12,suca,7,189,855
1773,cot,1.812e-05,1.8121245e-05,1,everything_in_user_tags,6.0,assistant,856, ,1983,12,suca,7,190,856
1774,cot,2.1e-07,2.0793448e-07,1,everything_in_user_tags,6.0,assistant,857,5,1984,12,suca,7,191,857
1775,cot,9.258e-05,9.2580776e-05,1,everything_in_user_tags,6.0,assistant,858,.,1985,12,suca,7,192,858
1776,cot,0.00230819,0.0023081934,1,everything_in_user_tags,6.0,assistant,859, Stake,1986,12,suca,7,193,859
1777,cot,0.00077233,0.0007723336,1,everything_in_user_tags,6.0,assistant,860, or,1987,12,suca,7,194,860
1778,cot,0.0010391,0.0010390958,1,everything_in_user_tags,6.0,assistant,861, cage,1988,12,suca,7,195,861
1779,cot,1.341e-05,1.340822e-05,1,everything_in_user_tags,6.0,assistant,862, early,1989,12,suca,7,196,862
1780,cot,6.2e-06,6.200158e-06,1,everything_in_user_tags,6.0,assistant,863,",",1990,12,suca,7,197,863
1781,cot,1.223e-05,1.2229335e-05,1,everything_in_user_tags,6.0,assistant,864, prune,1991,12,suca,7,198,864
1782,cot,1.638e-05,1.6382925e-05,1,everything_in_user_tags,6.0,assistant,865, a,1992,12,suca,7,199,865
1783,cot,0.00018412,0.0001841231,1,everything_in_user_tags,6.0,assistant,866, few,1993,12,suca,7,200,866
1784,cot,0.00036186,0.00036185817,1,everything_in_user_tags,6.0,assistant,867, suck,1994,12,suca,7,201,867
1785,cot,1.43e-05,1.429717e-05,1,everything_in_user_tags,6.0,assistant,868,ers,1995,12,suca,7,202,868
1786,cot,3.18e-06,3.1751229e-06,1,everything_in_user_tags,6.0,assistant,869,",",1996,12,suca,7,203,869
1787,cot,2.8e-07,2.799626e-07,1,everything_in_user_tags,6.0,assistant,870, fertil,1997,12,suca,7,204,870
1788,cot,3.9e-07,3.9287687e-07,1,everything_in_user_tags,6.0,assistant,871,ize,1998,12,suca,7,205,871
1789,cot,5.9e-06,5.902415e-06,1,everything_in_user_tags,6.0,assistant,872, with,1999,12,suca,7,206,872
1790,cot,0.00048602,0.00048601785,1,everything_in_user_tags,6.0,assistant,873, a,2000,12,suca,7,207,873
1791,cot,9.493e-05,9.4925046e-05,1,everything_in_user_tags,6.0,assistant,874, tomato,2001,12,suca,7,208,874
1792,cot,1.49e-06,1.4894376e-06,1,everything_in_user_tags,6.0,assistant,875,‑,2002,12,suca,7,209,875
1793,cot,2.15e-06,2.1546643e-06,1,everything_in_user_tags,6.0,assistant,876,specific,2003,12,suca,7,210,876
1794,cot,4.24e-06,4.2385077e-06,1,everything_in_user_tags,6.0,assistant,877, ,2004,12,suca,7,211,877
1795,cot,9.05e-06,9.048145e-06,1,everything_in_user_tags,6.0,assistant,878,4,2005,12,suca,7,212,878
1796,cot,4.76e-06,4.756499e-06,1,everything_in_user_tags,6.0,assistant,879,‑,2006,12,suca,7,213,879
1797,cot,1.98e-06,1.9771765e-06,1,everything_in_user_tags,6.0,assistant,880,10,2007,12,suca,7,214,880
1798,cot,6.2e-06,6.1996675e-06,1,everything_in_user_tags,6.0,assistant,881,‑,2008,12,suca,7,215,881
1799,cot,1.708e-05,1.7084702e-05,1,everything_in_user_tags,6.0,assistant,882,10,2009,12,suca,7,216,882
