token_ix,token_id,output_id,output_prob,token,prompt_ix,sample_ix,condition,original_role,system,user,cot,assistant,content_token_ix
427,220,533,0.63, ,1,1314,no_tags,assistant,6.1259306e-07,6.0140043e-10,1.282661e-05,0.9999865,388
428,533,6240,1.0, -,1,1315,no_tags,assistant,4.8845915e-05,8.301211e-10,0.0053732404,0.9945779,389
429,6240,10768,0.63, **,1,1316,no_tags,assistant,7.525941e-09,3.0252422e-11,0.00016958157,0.99983037,390
430,10768,142760,1.0,Support,1,1317,no_tags,assistant,8.867314e-07,1.1092401e-10,2.5165784e-05,0.9999739,391
431,142760,137247,0.84,:**,1,1318,no_tags,assistant,1.9481973e-05,2.4618994e-09,0.0018501389,0.9981304,392
432,137247,503,0.98, Stake,1,1319,no_tags,assistant,2.5484358e-05,1.5191484e-10,1.33875365e-05,0.99996114,393
433,503,61908,0.96, or,1,1320,no_tags,assistant,1.7092865e-06,2.1150252e-10,0.00028178605,0.99971646,394
434,61908,6047,0.79, cage,1,1321,no_tags,assistant,0.00047747203,1.197543e-08,0.00015451774,0.999368,395
435,6047,316,0.59, early,1,1322,no_tags,assistant,5.754295e-05,8.9956265e-10,0.015174993,0.9847675,396
436,26,55866,0.37,;,1,1323,no_tags,assistant,0.0006274761,4.6771575e-08,0.03312896,0.9662435,397
437,34110,289,0.16, erect,1,1324,no_tags,assistant,0.0034332755,6.074249e-06,0.32836986,0.66819084,398
438,289,17203,0.31,ing,1,1325,no_tags,assistant,8.84802e-06,1.929399e-09,0.022677181,0.97731394,399
439,290,2498,0.48, the,1,1326,no_tags,assistant,0.0015290609,2.9714438e-06,0.053964294,0.9445036,400
440,2498,2254,0.48, support,1,1327,no_tags,assistant,0.0002925016,1.2840063e-08,0.010000902,0.98970664,401
441,2049,290,0.85, while,1,1328,no_tags,assistant,0.0004618346,1.0118514e-07,0.030469483,0.9690685,402
442,290,6804,0.97, the,1,1329,no_tags,assistant,0.0006985293,7.363458e-07,0.009977099,0.9893237,403
443,6804,382,0.99, plant,1,1330,no_tags,assistant,4.9867194e-06,4.3541583e-08,0.0001653756,0.99982953,404
444,382,2928,0.44, is,1,1331,no_tags,assistant,2.9394003e-05,7.4229567e-10,0.005963468,0.9940071,405
445,2928,3291,0.92, still,1,1332,no_tags,assistant,1.3748502e-05,1.8037033e-08,0.004636533,0.9953497,406
446,3291,46396,0.59, small,1,1333,no_tags,assistant,3.2229943e-07,2.3652604e-11,0.011110158,0.98888946,407
447,4787,480,0.4, makes,1,1334,no_tags,assistant,3.6421422e-06,2.019203e-11,0.00047192152,0.9995245,408
448,135775,11087,0.61, pruning,1,1335,no_tags,assistant,3.439086e-06,6.83729e-09,0.0069131255,0.9930835,409
449,11087,558,0.86, easier,1,1336,no_tags,assistant,6.392738e-08,4.2136555e-12,0.00036487903,0.9996351,410
450,558,220,1.0,".
",1,1337,no_tags,assistant,0.00026538654,1.0164216e-09,0.00027586176,0.99945873,411
451,220,533,1.0, ,1,1338,no_tags,assistant,6.4754836e-06,3.0189531e-10,0.0017852209,0.9982083,412
452,533,6240,1.0, -,1,1339,no_tags,assistant,6.570485e-07,4.1593264e-11,0.0002502515,0.9997491,413
453,6240,2938,0.98, **,1,1340,no_tags,assistant,1.4292513e-08,5.4104155e-11,0.003913825,0.9960861,414
454,2938,30541,0.75,Pr,1,1341,no_tags,assistant,2.8240564e-05,1.0577826e-05,0.0008131525,0.999148,415
455,30541,142760,0.97,uning,1,1342,no_tags,assistant,4.4915305e-07,1.5857246e-09,0.00027814537,0.99972135,416
456,142760,18141,0.84,:**,1,1343,no_tags,assistant,4.8046826e-07,5.895081e-10,0.017780865,0.9822187,417
457,18141,31485,0.81, Remove,1,1344,no_tags,assistant,4.6722067e-07,6.9733386e-10,0.0005881803,0.99941134,418
458,31485,409,1.0, suck,1,1345,no_tags,assistant,3.6340283e-05,7.57027e-08,0.00015805714,0.9998055,419
459,409,306,0.62,ers,1,1346,no_tags,assistant,9.315005e-06,7.677773e-09,0.00061966863,0.999371,420
460,306,290,0.99, in,1,1347,no_tags,assistant,9.4386225e-05,2.9726206e-07,0.04679314,0.9531122,421
461,290,2758,0.73, the,1,1348,no_tags,assistant,0.00046992287,2.4699286e-06,0.003887406,0.99564016,422
462,2758,22231,1.0, main,1,1349,no_tags,assistant,4.8169797e-05,6.127183e-09,0.00032620976,0.99962556,423
463,33801,316,0.3, vine,1,1350,no_tags,assistant,4.5461184e-06,3.748968e-10,0.00017253227,0.9998229,424
464,802,1577,0.36,’s,1,1351,no_tags,assistant,6.2974934e-05,9.171539e-09,0.0010621505,0.99887484,425
465,1577,220,0.35, first,1,1352,no_tags,assistant,0.0009760532,9.723578e-08,0.01563783,0.983386,426
466,220,19,0.23, ,1,1353,no_tags,assistant,0.025151147,3.322603e-05,0.3702751,0.6045405,427
467,19,1585,0.98,4,1,1354,no_tags,assistant,5.165246e-06,3.6864986e-10,0.0010333572,0.99896145,428
468,1585,21,0.68,–,1,1355,no_tags,assistant,2.0128606e-05,2.5142336e-07,0.026184926,0.97379464,429
469,21,21185,0.41,6,1,1356,no_tags,assistant,5.116912e-07,3.453461e-11,9.9803605e-05,0.9998996,430
470,21185,316,0.86, inches,1,1357,no_tags,assistant,4.4958204e-05,8.770263e-09,0.038858768,0.9610963,431
471,316,5184,0.52, to,1,1358,no_tags,assistant,6.917641e-07,2.48155e-09,0.0058053816,0.994194,432
472,5184,5954,0.99, focus,1,1359,no_tags,assistant,1.2529947e-07,1.1119066e-09,2.8692633e-05,0.99997115,433
473,5954,402,1.0, energy,1,1360,no_tags,assistant,1.1169161e-08,5.4635853e-12,1.1753291e-06,0.9999988,434
474,402,15310,1.0, on,1,1361,no_tags,assistant,1.3891643e-05,1.1174698e-09,9.766635e-05,0.9998884,435
475,15310,558,0.65, fruit,1,1362,no_tags,assistant,2.851943e-06,6.9754945e-11,5.3482345e-06,0.9999918,436
476,558,220,1.0,".
",1,1363,no_tags,assistant,5.2800522e-05,4.4481405e-11,2.0572108e-05,0.99992657,437
477,220,533,1.0, ,1,1364,no_tags,assistant,1.5238988e-05,2.4505918e-11,4.269144e-06,0.99998045,438
478,533,6240,1.0, -,1,1365,no_tags,assistant,1.3619873e-06,2.5540792e-10,0.00022525297,0.99977344,439
479,6240,47,0.73, **,1,1366,no_tags,assistant,5.195543e-08,7.485271e-10,0.020733355,0.9792666,440
480,47,376,0.83,P,1,1367,no_tags,assistant,4.3807682e-05,6.1305414e-08,0.0051028617,0.9948533,441
481,376,3580,0.44,est,1,1368,no_tags,assistant,1.605949e-06,1.5762686e-09,0.0005911944,0.9994072,442
482,5621,142760,1.0, watch,1,1369,no_tags,assistant,0.00023951325,6.209454e-07,0.032087546,0.9676723,443
483,142760,16835,0.45,:**,1,1370,no_tags,assistant,0.0016439919,6.267702e-08,0.22260994,0.7757459,444
484,16835,448,0.88, Keep,1,1371,no_tags,assistant,0.00817137,4.083414e-06,0.88244456,0.10937996,445
485,448,10952,1.0, an,1,1372,no_tags,assistant,0.0012966039,1.9220415e-07,0.49080405,0.5078991,446
486,10952,402,0.84, eye,1,1373,no_tags,assistant,2.8484175e-05,2.401565e-07,0.975578,0.024393264,447
487,402,72108,0.94, on,1,1374,no_tags,assistant,0.0031306779,1.6135945e-07,0.34403223,0.6528369,448
488,72108,3375,1.0, aph,1,1375,no_tags,assistant,0.0036659252,5.531057e-05,0.8409489,0.15532985,449
489,3375,11,0.95,ids,1,1376,no_tags,assistant,0.001128285,2.880161e-07,0.9165547,0.08231679,450
490,11,6461,0.88,",",1,1377,no_tags,assistant,2.432639e-05,9.0277136e-10,0.032653745,0.96732193,451
491,6461,75553,0.98, white,1,1378,no_tags,assistant,0.0033903543,9.55175e-06,0.100578435,0.8960217,452
492,75553,11,0.98,flies,1,1379,no_tags,assistant,0.004101307,1.1633203e-06,0.6403211,0.35557652,453
493,11,326,1.0,",",1,1380,no_tags,assistant,7.3974814e-05,2.2878832e-09,0.036880143,0.96304584,454
494,326,59604,0.31, and,1,1381,no_tags,assistant,2.9895918e-06,1.6645042e-10,0.021794057,0.978203,455
495,59604,39993,0.75, tomato,1,1382,no_tags,assistant,2.2926451e-06,3.2046998e-08,0.00090599374,0.99909174,456
496,39993,173523,0.94, horn,1,1383,no_tags,assistant,0.00012861993,3.0155675e-06,0.012535347,0.987333,457
497,173523,26,0.89,worms,1,1384,no_tags,assistant,0.012039503,1.7539262e-06,0.16628222,0.8216765,458
498,26,1199,0.51,;,1,1385,no_tags,assistant,0.0029484688,1.1554703e-06,0.38475078,0.61229956,459
499,1803,50005,0.83, hand,1,1386,no_tags,assistant,0.06905955,1.1107031e-05,0.59718716,0.33374223,460
500,3161,1003,0.97,-p,1,1387,no_tags,assistant,0.1712721,9.447114e-05,0.17435946,0.654274,461
501,1003,503,0.97,ick,1,1388,no_tags,assistant,0.017104924,1.851955e-05,0.011504832,0.9713717,462
502,503,1199,0.93, or,1,1389,no_tags,assistant,0.0014790102,5.4855e-06,0.87963176,0.11888379,463
503,1199,58684,0.37, use,1,1390,no_tags,assistant,8.840637e-05,2.13273e-07,0.45662603,0.5432853,464
504,58684,7396,0.91, neem,1,1391,no_tags,assistant,2.8583875e-06,4.991257e-10,0.0048907264,0.99510646,465
505,7396,538,0.88, oil,1,1392,no_tags,assistant,9.779085e-06,8.332417e-08,0.014178012,0.9858122,466
506,538,6118,0.97, if,1,1393,no_tags,assistant,0.00040563982,9.514103e-08,0.43054163,0.5690526,467
507,6118,558,0.76, needed,1,1394,no_tags,assistant,1.8948121e-07,2.4641357e-12,0.0005782495,0.9994216,468
508,558,220,0.82,".
",1,1395,no_tags,assistant,3.6341e-06,1.5784206e-10,2.1802005e-05,0.9999746,469
509,2886,1879,0.51,With,1,1396,no_tags,assistant,1.1313064e-09,8.5653083e-13,1.2014743e-06,0.9999988,470
510,7334,11,1.0, sun,1,1397,no_tags,assistant,3.277347e-05,3.0731533e-09,0.00037212123,0.9995951,471
511,11,37403,0.73,",",1,1398,no_tags,assistant,1.0264793e-08,1.961618e-11,2.24495e-05,0.9999776,472
512,37403,36036,0.76, steady,1,1399,no_tags,assistant,4.3923785e-07,4.71393e-09,2.161008e-05,0.99997795,473
513,36036,11,1.0, moisture,1,1400,no_tags,assistant,1.8890638e-08,2.019181e-11,1.4064615e-07,0.9999999,474
514,11,290,0.4,",",1,1401,no_tags,assistant,2.1091523e-10,1.3052925e-11,2.0078658e-05,0.99998,475
515,290,1849,1.0, the,1,1402,no_tags,assistant,1.255422e-08,3.5563195e-11,0.0004064301,0.99959356,476
516,1849,92224,0.67, right,1,1403,no_tags,assistant,7.9557316e-10,4.0073765e-12,2.5448539e-05,0.9999746,477
517,92224,11,0.86, fertilizer,1,1404,no_tags,assistant,1.3693715e-09,1.0781537e-10,1.3027199e-06,0.9999987,478
518,11,326,0.99,",",1,1405,no_tags,assistant,6.1752346e-11,9.093174e-13,3.4721328e-05,0.9999653,479
519,326,261,0.87, and,1,1406,no_tags,assistant,4.5561221e-10,3.6876745e-11,1.7818067e-05,0.99998224,480
520,261,3389,0.48, a,1,1407,no_tags,assistant,4.023981e-08,2.0019402e-09,0.0019711428,0.9980288,481
521,3389,2498,0.33, little,1,1408,no_tags,assistant,2.5530483e-08,3.1502342e-10,8.583916e-05,0.99991417,482
522,135775,11,0.93, pruning,1,1409,no_tags,assistant,8.579122e-07,3.4257958e-10,5.9883703e-05,0.9999392,483
523,11,481,0.96,",",1,1410,no_tags,assistant,2.420455e-06,1.9559472e-09,0.0033908577,0.9966067,484
524,481,4720,0.99, you,1,1411,no_tags,assistant,2.246572e-07,6.8864914e-09,0.0071600233,0.9928397,485
525,4720,679,0.26,’ll,1,1412,no_tags,assistant,3.853238e-06,1.6424612e-09,0.11410619,0.88588995,486
526,4271,261,0.58, enjoy,1,1413,no_tags,assistant,2.4767377e-07,1.5470437e-11,0.004552204,0.9954476,487
527,93206,55866,0.9, juicy,1,1414,no_tags,assistant,7.297575e-08,3.5750312e-13,0.0005155153,0.9994844,488
528,55866,306,0.97, tomatoes,1,1415,no_tags,assistant,7.033418e-06,4.2101236e-10,0.00021330846,0.99977964,489
529,306,261,0.52, in,1,1416,no_tags,assistant,1.2001212e-05,3.93598e-09,0.050570842,0.94941723,490
530,261,3120,0.7, a,1,1417,no_tags,assistant,7.1873386e-05,3.0602973e-08,0.82417554,0.17575252,491
531,3120,5503,0.68, few,1,1418,no_tags,assistant,7.5959733e-06,4.358143e-09,0.0015389572,0.9984534,492
532,5503,0,0.67, months,1,1419,no_tags,assistant,6.221662e-06,1.3204271e-11,0.0012451238,0.99874866,493
534,18009,11,0.45,Oh,1,1421,no_tags,user,5.6340065e-07,0.019597601,0.083009705,0.89739215,494
535,8157,0,0.85, cool,1,1422,no_tags,user,1.1147214e-07,0.00013822794,0.00058254116,0.9992791,495
536,11,35717,0.22,",",1,1423,no_tags,user,8.943418e-06,0.060274076,0.14829795,0.791419,496
537,11707,0,0.75, thanks,1,1424,no_tags,user,3.662886e-05,0.9305214,0.029327428,0.0401146,497
538,2618,5310,0.11,!!,1,1425,no_tags,user,5.3649477e-05,0.9048694,0.0143234,0.0807536,498
539,16349,30,0.11, Where,1,1426,no_tags,user,0.00030414734,0.8791518,0.0071672923,0.11337684,499
540,885,290,0.28,'s,1,1427,no_tags,user,7.5693165e-06,0.08017036,0.0002915722,0.91953045,500
541,290,6240,0.37, the,1,1428,no_tags,user,1.3624316e-07,0.016527928,4.9228685e-05,0.98342276,501
542,39356,2006,0.24, easiest,1,1429,no_tags,user,1.2436475e-06,0.98883396,0.00024131741,0.010923412,502
543,2475,30,0.35, place,1,1430,no_tags,user,2.0770663e-06,0.68657035,0.005972816,0.30745476,503
544,316,6240,0.24, to,1,1431,no_tags,user,3.3132687e-07,0.44978908,0.008530228,0.5416804,504
545,3839,30,0.26, grow,1,1432,no_tags,user,3.6600545e-07,0.9476627,0.022651108,0.029685877,505
546,55866,30,0.8, tomatoes,1,1433,no_tags,user,1.13676e-05,0.56687087,0.0029238814,0.43019396,506
547,533,6240,0.17, -,1,1434,no_tags,user,4.4048225e-08,0.037520107,0.21526967,0.7472102,507
548,6772,30,0.48, inside,1,1435,no_tags,user,9.1048505e-06,0.17812462,0.040882904,0.7809834,508
549,503,6772,0.26, or,1,1436,no_tags,user,1.5599927e-09,0.02298722,0.019171331,0.95784146,509
550,37495,30,0.94, outdoors,1,1437,no_tags,user,3.2802868e-07,0.02041241,3.6220823e-05,0.9795511,510
551,11,10606,0.35,",",1,1438,no_tags,user,4.365218e-08,0.041450635,0.01131926,0.9472301,511
552,4335,484,0.24, given,1,1439,no_tags,user,9.777685e-10,0.00079807965,0.00042331518,0.99877864,512
553,922,6240,0.08, my,1,1440,no_tags,user,3.2793142e-07,0.49070343,0.008018561,0.5012777,513
554,16093,3211,0.74, skill,1,1441,no_tags,user,2.8987114e-07,0.7046877,0.010357537,0.28495455,514
555,3211,30,0.86, level,1,1442,no_tags,user,7.440618e-08,0.090479866,0.021594903,0.88792515,515
556,30,279,0.32,?,1,1443,no_tags,user,4.9933043e-08,0.09037061,0.18654479,0.72308457,516
557,357,1682,0.21, I,1,1444,no_tags,user,6.027986e-07,0.012972424,0.27783275,0.70919424,517
558,4561,306,0.28, live,1,1445,no_tags,user,2.2443858e-07,0.9976757,0.0001700611,0.0021539715,518
559,306,220,0.5, in,1,1446,no_tags,user,2.3695515e-05,0.7293139,0.1573825,0.11327988,519
560,31628,11,0.4, Austin,1,1447,no_tags,user,5.932289e-06,0.98024637,0.0015443639,0.018203374,520
561,11885,30,0.37, Texas,1,1448,no_tags,user,2.3410128e-05,0.8590684,0.0021610348,0.13874707,521
562,13,31628,0.22,.,1,1449,no_tags,user,5.809904e-07,0.9993168,4.9682047e-05,0.0006328978,522
563,3756,481,0.23, Do,1,1450,no_tags,user,6.2194996e-09,0.99856865,0.00056734035,0.00086394435,523
564,481,10606,0.13, you,1,1451,no_tags,user,0.00035796195,0.73265976,0.035776723,0.23120554,524
565,679,1062,0.3, have,1,1452,no_tags,user,9.877641e-09,0.96199954,6.546529e-05,0.03793503,525
566,1062,6772,0.54, any,1,1453,no_tags,user,0.000101637364,0.5903609,0.02258178,0.38695574,526
567,22499,30,0.63, recommendations,1,1454,no_tags,user,3.8362344e-07,0.9315915,0.011929209,0.056478884,527
568,395,11885,0.15, for,1,1455,no_tags,user,0.00052643963,0.78791887,0.012042856,0.19951186,528
569,261,9282,0.96, a,1,1456,no_tags,user,1.5050442e-05,0.060265824,0.082292944,0.8574262,529
570,57062,30,0.61, beginner,1,1457,no_tags,user,3.424855e-08,0.9884942,0.00083638536,0.010669381,530
571,30,279,0.39,?,1,1458,no_tags,user,1.3903355e-08,0.3725875,0.004991688,0.6224208,531
572,8820,30,0.13, Also,1,1459,no_tags,user,1.8392957e-09,0.98646903,0.0015419694,0.011989079,532
573,1261,30,0.09, when,1,1460,no_tags,user,6.526834e-08,0.66114813,0.00039687066,0.3384549,533
574,1757,30,0.1, should,1,1461,no_tags,user,3.934375e-08,0.30319375,0.00022775934,0.6965785,534
575,357,350,0.12, I,1,1462,no_tags,user,0.00032153967,0.37755713,0.037685987,0.5844353,535
576,6804,30,0.54, plant,1,1463,no_tags,user,3.396717e-06,0.017430892,0.0001244471,0.98244125,536
577,1373,30,0.57, them,1,1464,no_tags,user,5.7299767e-05,0.45607802,0.0009006798,0.542964,537
578,30,279,0.4,?,1,1465,no_tags,user,2.0364737e-08,0.007947152,0.0041723396,0.9878805,538
579,6048,30,0.11, Please,1,1466,no_tags,user,1.1964075e-09,0.9874348,0.0063813617,0.0061838245,539
580,3357,480,0.11, keep,1,1467,no_tags,user,2.742503e-10,0.99154365,1.589415e-05,0.008440491,540
581,480,6240,0.17, it,1,1468,no_tags,user,6.313036e-08,0.00012723451,0.003136668,0.996736,541
582,4022,30,0.32, short,1,1469,no_tags,user,1.39036285e-08,0.9932574,9.435953e-05,0.0066482252,542
583,326,16332,0.31, and,1,1470,no_tags,user,1.5092718e-06,0.00067535124,0.0074612983,0.9918618,543
584,4705,30,0.28, simple,1,1471,no_tags,user,1.740564e-08,0.9445936,0.00037938822,0.055027053,544
586,976,1825,0.99,The,1,1473,no_tags,cot,4.8418856e-12,6.3915246e-07,0.99880457,0.0011948163,545
587,1825,10648,0.74, user,1,1474,no_tags,cot,1.5377172e-11,2.8042896e-07,0.98816407,0.011835689,546
588,10648,4022,0.4, wants,1,1475,no_tags,cot,1.2889077e-11,2.093417e-07,0.99150217,0.008497571,547
589,25,39356,0.8,:,1,1476,no_tags,cot,1.7601694e-11,2.5344546e-06,0.998987,0.0010104639,548
590,39356,2475,1.0, easiest,1,1477,no_tags,cot,2.636481e-09,7.263515e-06,0.99992335,6.9427326e-05,549
591,2475,316,0.91, place,1,1478,no_tags,cot,3.5336494e-09,5.115994e-06,0.9998503,0.00014453533,550
592,316,3839,1.0, to,1,1479,no_tags,cot,4.3209436e-08,9.902108e-07,0.99407035,0.0059285834,551
593,3839,55866,0.99, grow,1,1480,no_tags,cot,5.140712e-11,9.230795e-08,0.99999785,2.036712e-06,552
594,55866,11,0.2, tomatoes,1,1481,no_tags,cot,4.481439e-08,3.8757003e-06,0.99995196,4.405055e-05,553
595,1127,6772,0.73, –,1,1482,no_tags,cot,9.287116e-12,2.639265e-09,0.9983689,0.0016310991,554
596,6772,503,0.92, inside,1,1483,no_tags,cot,8.59749e-09,1.0614975e-06,0.99999714,1.7654085e-06,555
597,503,37495,0.95, or,1,1484,no_tags,cot,1.757848e-10,3.0769203e-07,0.99972814,0.0002714983,556
598,37495,11,0.55, outdoors,1,1485,no_tags,cot,6.6072246e-08,3.16362e-05,0.99165535,0.008312912,557
599,1127,4335,0.53, –,1,1486,no_tags,cot,4.479091e-11,6.79732e-08,0.9992563,0.0007435863,558
600,4335,16093,0.64, given,1,1487,no_tags,cot,1.0581622e-10,1.1485924e-08,0.9999553,4.4699955e-05,559
601,16093,3211,0.99, skill,1,1488,no_tags,cot,2.3919888e-10,9.332884e-06,0.9985122,0.0014784633,560
602,3211,11,0.47, level,1,1489,no_tags,cot,5.798176e-13,3.2728003e-09,0.9997451,0.00025490022,561
603,13,3164,0.59,.,1,1490,no_tags,cot,1.3373474e-11,3.2785317e-07,0.9861601,0.013839549,562
604,72678,306,0.98, Lives,1,1491,no_tags,cot,9.633607e-10,4.0568096e-07,0.98775625,0.0122433705,563
605,306,31628,1.0, in,1,1492,no_tags,cot,2.2553152e-06,3.0503588e-06,0.87363845,0.1263563,564
606,31628,11,0.52, Austin,1,1493,no_tags,cot,3.1926302e-07,0.0001569835,0.9789025,0.020940168,565
607,23055,13,0.95, TX,1,1494,no_tags,cot,1.8577854e-08,1.615444e-06,0.54509056,0.45490777,566
608,13,118403,0.65,.,1,1495,no_tags,cot,3.0767972e-13,7.3908417e-09,0.9997198,0.00028013616,567
609,118403,395,0.97, Recommendations,1,1496,no_tags,cot,2.3216505e-11,3.397896e-08,0.9983827,0.0016173427,568
610,395,57062,0.64, for,1,1497,no_tags,cot,1.0862727e-10,2.1495937e-08,0.9978598,0.0021402428,569
611,57062,13,0.81, beginner,1,1498,no_tags,cot,1.297e-11,1.8933676e-08,0.99558675,0.0044131856,570
612,13,4296,0.88,.,1,1499,no_tags,cot,1.6065056e-11,2.1267037e-07,0.9884582,0.011541516,571
613,4296,316,0.62, When,1,1500,no_tags,cot,4.3458737e-10,1.5763831e-07,0.9927341,0.007265796,572
614,316,6804,1.0, to,1,1501,no_tags,cot,2.2977441e-07,8.0804415e-07,0.96125346,0.038745515,573
615,6804,13,0.98, plant,1,1502,no_tags,cot,1.7488286e-09,3.375422e-08,0.80051845,0.19948155,574
616,13,16835,0.94,.,1,1503,no_tags,cot,6.2777756e-13,4.145087e-08,0.9975744,0.0024255624,575
617,16835,4022,0.59, Keep,1,1504,no_tags,cot,6.7429967e-10,8.2790535e-08,0.9805249,0.019474957,576
618,480,4022,1.0, it,1,1505,no_tags,cot,5.4077415e-10,6.500867e-08,0.69820905,0.3017909,577
619,4022,326,0.92, short,1,1506,no_tags,cot,4.4408576e-08,0.00070994365,0.67895,0.32034004,578
620,326,4705,1.0, and,1,1507,no_tags,cot,4.7677267e-07,6.718054e-05,0.89382875,0.10610359,579
621,4705,13,0.83, simple,1,1508,no_tags,cot,4.6725366e-09,0.00017666323,0.8929443,0.10687897,580
622,13,51441,0.42,.,1,1509,no_tags,cot,3.638642e-12,7.741799e-09,0.99200046,0.007999509,581
623,623,6052,0.49, The,1,1510,no_tags,cot,8.9782105e-11,6.801788e-08,0.9990478,0.0009520887,582
624,29186,1757,0.8, assistant,1,1511,no_tags,cot,1.280454e-11,1.5462129e-09,0.9948723,0.0051276707,583
625,1757,3644,0.3, should,1,1512,no_tags,cot,4.521194e-10,2.0472452e-08,0.9952048,0.0047952035,584
626,3644,82463,0.42, give,1,1513,no_tags,cot,1.3296929e-09,9.0677965e-08,0.9641484,0.03585147,585
627,82463,6052,0.45, concise,1,1514,no_tags,cot,3.3833698e-09,3.7387487e-08,0.44212857,0.55787134,586
628,21561,25,0.73, suggestions,1,1515,no_tags,cot,3.716872e-11,4.5827613e-11,0.8514866,0.1485133,587
629,25,37495,0.46,:,1,1516,no_tags,cot,7.663582e-10,7.49955e-09,0.94590807,0.054091968,588
630,37495,306,0.62, outdoors,1,1517,no_tags,cot,1.3535885e-06,1.7383626e-07,0.999126,0.0008724323,589
631,306,31628,0.59, in,1,1518,no_tags,cot,4.226233e-07,7.5683566e-08,0.99816954,0.0018299199,590
632,6047,12860,0.98, early,1,1519,no_tags,cot,1.0015812e-06,5.7669156e-05,0.9439553,0.05598612,591
633,12860,1934,0.4, spring,1,1520,no_tags,cot,1.4102169e-06,7.0220375e-07,0.99450326,0.005494578,592
634,1934,2174,0.81, after,1,1521,no_tags,cot,1.927925e-06,9.5466485e-06,0.99629515,0.00369334,593
635,2174,69368,1.0, last,1,1522,no_tags,cot,4.4012622e-06,7.1226405e-06,0.9778341,0.022154309,594
636,69368,11,0.4, frost,1,1523,no_tags,cot,1.3807953e-07,1.0207431e-07,0.99994457,5.519743e-05,595
637,3521,65176,0.37, date,1,1524,no_tags,cot,3.8440461e-07,1.01174564e-07,0.999428,0.0005715709,596
638,350,23430,0.7, (,1,1525,no_tags,cot,1.249792e-07,1.15619926e-07,0.99720216,0.0027975722,597
639,62832,6959,0.78,maybe,1,1526,no_tags,cot,1.7486512e-09,1.4018818e-09,0.99999046,9.5593305e-06,598
640,6959,6189,0.8, mid,1,1527,no_tags,cot,1.4900505e-07,3.679925e-05,0.9973031,0.0026599236,599
641,6189,1417,1.0,-M,1,1528,no_tags,cot,8.9560126e-07,2.303083e-06,0.22574727,0.7742495,600
642,1417,741,0.38,arch,1,1529,no_tags,cot,4.3918809e-07,4.1402736e-06,0.8899037,0.11009167,601
643,741,730,0.29,).,1,1530,no_tags,cot,3.0199794e-11,4.594945e-10,0.98660594,0.013394073,602
644,12265,31628,0.85, Since,1,1531,no_tags,cot,2.569886e-09,1.614531e-09,0.9999479,5.206271e-05,603
645,31628,853,0.42, Austin,1,1532,no_tags,cot,6.8359833e-07,4.1086623e-05,0.98672676,0.013231538,604
646,25,2174,0.63,:,1,1533,no_tags,cot,4.6547925e-08,6.3477046e-08,0.99996996,2.9902438e-05,605
647,2174,69368,1.0, last,1,1534,no_tags,cot,2.312206e-06,1.1850955e-06,0.99621046,0.0037861026,606
648,69368,2846,0.42, frost,1,1535,no_tags,cot,2.4399424e-05,7.884692e-05,0.99556726,0.0043294756,607
649,2846,6959,0.79, around,1,1536,no_tags,cot,5.6489703e-06,3.5280384e-05,0.9998555,0.00010359696,608
650,6959,6189,0.81, mid,1,1537,no_tags,cot,3.8199363e-05,0.0010751849,0.9981646,0.00072201155,609
651,7561,13,0.58, March,1,1538,no_tags,cot,1.8431172e-05,0.00013972902,0.9994987,0.00034317048,610
652,13,2214,0.11,.,1,1539,no_tags,cot,4.3386056e-10,4.091377e-09,0.99679524,0.0032048149,611
653,62122,8601,0.26, Suggest,1,1540,no_tags,cot,8.338063e-09,6.274862e-10,0.9937796,0.0062203547,612
654,2360,15478,0.47, using,1,1541,no_tags,cot,6.879856e-07,3.102288e-08,0.9195588,0.080440395,613
655,15478,27154,0.97, raised,1,1542,no_tags,cot,1.2511038e-08,1.7156541e-10,0.96389496,0.03610511,614
656,27154,503,0.69, beds,1,1543,no_tags,cot,3.1515444e-08,2.3803755e-09,0.99295145,0.0070485002,615
657,11,35267,0.86,",",1,1544,no_tags,cot,4.188549e-08,4.936366e-10,0.97377735,0.026222663,616
658,35267,11,0.59, containers,1,1545,no_tags,cot,7.92204e-08,1.306407e-08,0.999821,0.00017889605,617
659,13,51441,0.28,.,1,1546,no_tags,cot,6.865804e-10,7.162412e-10,0.9935121,0.006487919,618
660,2214,30757,0.27, For,1,1547,no_tags,cot,6.8083345e-08,5.9768417e-09,0.9990103,0.0009895801,619
661,69297,25,0.59, indoors,1,1548,no_tags,cot,5.1485102e-08,2.538019e-09,0.9999976,2.439287e-06,620
662,25,63521,0.23,:,1,1549,no_tags,cot,1.5563568e-10,7.1567635e-12,0.9999796,2.0355243e-05,621
663,625,9064,0.31, not,1,1550,no_tags,cot,1.01598e-08,6.323044e-10,0.99990654,9.349539e-05,622
664,9064,12604,0.18, ideal,1,1551,no_tags,cot,1.9328722e-08,3.9295203e-09,0.99917185,0.000828134,623
665,538,625,0.24, if,1,1552,no_tags,cot,1.6178435e-06,5.716157e-07,0.99995697,4.0870786e-05,624
666,16093,3211,0.81, skill,1,1553,no_tags,cot,3.139133e-09,4.360419e-08,0.9998586,0.00014133478,625
667,4465,13,0.38, low,1,1554,no_tags,cot,2.2287666e-10,9.4299374e-08,0.99989784,0.00010209209,626
