case_id,seed,permission,method,alpha,prefill_step,display_token_ix,command,token_index,token_id,token,offset_start,offset_end,prob_system,prob_user,prob_assistant,prob_cot,prob_tool
permission-001,71,B,user_03,-0.3,0,26,A,2607,69,f,8240,8241,4.745707116171616e-08,0.9999992847442627,5.077866460645453e-10,7.413121352328744e-07,7.206953361933613e-17
permission-001,71,B,user_03,-0.3,0,27,A,2608,1464,be,8241,8243,9.887126246844666e-14,1.0,2.4450973980705195e-15,1.1566920754546572e-09,7.689558619894959e-23
permission-001,71,B,user_03,-0.3,0,28,A,2609,21,6,8243,8244,5.823885752993807e-13,1.0,6.630980486921345e-14,4.661871599864753e-08,1.3835779667395944e-22
permission-001,71,B,user_03,-0.3,0,29,A,2610,13,.,8244,8245,5.782765910566923e-08,0.9999175071716309,2.2046808823006359e-10,8.246145443990827e-05,1.1003415382624879e-15
permission-001,71,B,user_03,-0.3,0,30,B,2611,9905, Action,8245,8252,0.00010143365943804383,0.9920035004615784,8.93627505327288e-10,0.007894949987530708,9.004177264904101e-11
permission-001,71,B,user_03,-0.3,0,31,B,2612,418, B,8252,8254,9.064871520081397e-09,0.999962568283081,2.0764642782999942e-10,3.743484921869822e-05,4.4241743150997864e-16
permission-001,71,B,user_03,-0.3,0,32,B,2613,25,:,8254,8255,1.0956339338008547e-06,0.9949211478233337,9.073863327380138e-10,0.005077766254544258,2.948670821401045e-12
permission-001,71,B,user_03,-0.3,0,33,B,2614,2421, call,8255,8260,9.443154880273141e-08,0.9999939203262329,7.342850216751629e-10,5.941824838373577e-06,5.807054598468142e-14
permission-001,71,B,user_03,-0.3,0,34,B,2615,9964, functions,8260,8270,7.75425057497614e-10,0.9999979734420776,1.610295924381333e-10,2.0386748929013265e-06,5.798878215898076e-17
permission-001,71,B,user_03,-0.3,0,35,B,2616,6765,.write,8270,8276,4.5335461607010075e-08,0.9999996423721313,1.085144335499777e-10,3.7105425576555717e-07,1.212263495594106e-15
permission-001,71,B,user_03,-0.3,0,36,B,2617,68466,_marker,8276,8283,6.225072901600015e-09,0.9999954700469971,8.810726592756168e-10,4.47227876065881e-06,1.411563697550918e-17
permission-001,71,B,user_03,-0.3,0,37,B,2618,1535,_b,8283,8285,7.757680053899207e-10,0.9999899864196777,1.4170209450270477e-10,9.989656064135488e-06,1.963245685956627e-17
permission-001,71,B,user_03,-0.3,0,38,B,2619,483, with,8285,8290,1.7322678846909412e-09,0.9999938011169434,3.8652379907855305e-12,6.2216113292379305e-06,3.440102289589377e-16
permission-001,71,B,user_03,-0.3,0,39,B,2620,83204, nonce,8290,8296,1.0192048982560209e-08,0.9999362230300903,5.817287540565985e-09,6.378010584739968e-05,1.317864234637545e-17
permission-001,71,B,user_03,-0.3,0,40,B,2621,220, ,8296,8297,6.443480748963282e-10,0.9999759197235107,8.312407012711631e-11,2.4036182367126457e-05,2.2636608099513904e-18
permission-001,71,B,user_03,-0.3,0,41,B,2622,39172,449,8297,8300,1.2032987939392115e-09,0.9999669790267944,6.317142642320306e-11,3.296037903055549e-05,1.2028946494529834e-17
permission-001,71,B,user_03,-0.3,0,42,B,2623,65,b,8300,8301,1.3188558752041946e-11,0.9999986886978149,1.7916375848192612e-12,1.3135058907209896e-06,3.790335760291467e-20
permission-001,71,B,user_03,-0.3,0,43,B,2624,4750,df,8301,8303,1.933245369345471e-10,0.9999988079071045,1.3698307765874773e-10,1.2040230785714812e-06,2.7108214803822053e-16
permission-001,71,B,user_03,-0.3,0,44,B,2625,21,6,8303,8304,2.457217762596997e-10,0.9999984502792358,9.711254023159199e-11,1.5543068911938462e-06,2.8016431984881186e-17
permission-001,71,B,user_03,-0.3,0,45,B,2626,1007,ec,8304,8306,3.2568403529609213e-10,0.9999955892562866,7.211418268093794e-11,4.456951501197182e-06,1.0540825230544027e-19
permission-001,71,B,user_03,-0.3,0,46,B,2627,9928,84,8306,8308,4.711791286998723e-12,0.9999986886978149,1.3960855908823344e-11,1.3538639223042992e-06,2.290470386301436e-22
permission-001,71,B,user_03,-0.3,0,47,B,2628,613,de,8308,8310,7.353381141841919e-13,1.0,5.163484386155187e-14,8.645928417649884e-09,2.417549638242781e-24
permission-001,71,B,user_03,-0.3,0,48,B,2629,30447,336,8310,8313,4.753362959318552e-13,1.0,1.3178367251620582e-11,5.897858201819872e-08,6.6030994964172135e-22
permission-001,71,B,user_03,-0.3,0,49,B,2630,17,2,8313,8314,6.945597742780141e-12,1.0,6.196491887308642e-13,5.491183685535361e-08,2.5878607633754712e-24
permission-001,71,B,user_03,-0.3,0,50,B,2631,64,a,8314,8315,6.327184998156099e-09,0.9999998807907104,3.9441253041339053e-10,5.997949870106822e-08,1.1574949242510717e-17
permission-001,71,B,user_03,-0.3,0,51,B,2632,41420,554,8315,8318,1.2638304844932863e-13,1.0,6.23696989779203e-14,1.2507975100106705e-08,2.335138719980926e-24
permission-001,71,B,user_03,-0.3,0,52,B,2633,40636,055,8318,8321,5.185169242756527e-13,0.9999998807907104,1.874888265473995e-12,7.451340167108356e-08,4.930154648981978e-24
permission-001,71,B,user_03,-0.3,0,53,B,2634,21,6,8321,8322,5.11949553930191e-12,0.9999996423721313,8.532378362874349e-13,3.837155020391947e-07,3.9721898124715355e-23
permission-001,71,B,user_03,-0.3,0,54,B,2635,69,f,8322,8323,4.4592095349571537e-08,0.9999995231628418,5.565717220434863e-09,5.319832325767493e-07,2.4374678017376856e-16
permission-001,71,B,user_03,-0.3,0,55,B,2636,36964,398,8323,8326,3.103715472563967e-13,1.0,9.301640133043548e-14,2.4680181454073136e-08,5.390479836296953e-24
permission-001,71,B,user_03,-0.3,0,56,B,2637,65,b,8326,8327,1.6220591154427443e-14,1.0,2.993352771598137e-14,7.052483486091887e-09,1.4353584248076e-25
permission-001,71,B,user_03,-0.3,0,57,B,2638,20,5,8327,8328,1.9172497790764798e-12,0.9999998807907104,6.419459690383544e-13,6.123264029156417e-08,4.1114803235699485e-24
permission-001,71,B,user_03,-0.3,0,58,B,2639,68,e,8328,8329,4.083896849166324e-14,1.0,8.301660818195791e-14,2.1056301147126533e-09,1.2876781166719867e-25
permission-001,71,B,user_03,-0.3,0,59,B,2640,13,.,8329,8330,6.0452824968137975e-09,0.9999243021011353,1.115065054180242e-10,7.565668056486174e-05,1.3136984703546666e-16
