token_ix,token_id,output_id,output_prob,token,prompt_ix,sample_ix,condition,original_role,system,user,cot,assistant,layer_ix,content_token_ix
459,409,306,0.62,ers,1,1346,no_tags,assistant,1.6325004e-05,4.913001e-07,0.0021798008,0.9978034,16,420
460,306,290,0.99, in,1,1347,no_tags,assistant,0.00049631746,2.0709498e-05,0.07844218,0.92104083,16,421
461,290,2758,0.73, the,1,1348,no_tags,assistant,0.002345109,0.00020830765,0.010544335,0.98690224,16,422
462,2758,22231,1.0, main,1,1349,no_tags,assistant,0.00013277314,2.4798685e-06,0.0013573088,0.99850744,16,423
463,33801,316,0.3, vine,1,1350,no_tags,assistant,1.6199387e-05,2.3849177e-08,0.0004667978,0.99951696,16,424
464,802,1577,0.36,’s,1,1351,no_tags,assistant,0.0012591654,3.9015845e-06,0.006473202,0.9922638,16,425
465,1577,220,0.35, first,1,1352,no_tags,assistant,0.0014581248,2.5519514e-05,0.0209089,0.9776074,16,426
466,220,19,0.23, ,1,1353,no_tags,assistant,0.092293225,0.028208228,0.10003559,0.77946293,16,427
467,19,1585,0.98,4,1,1354,no_tags,assistant,3.8707017e-06,2.1039382e-08,0.0010764739,0.9989196,16,428
468,1585,21,0.68,–,1,1355,no_tags,assistant,1.3164037e-05,2.0235007e-06,0.023267224,0.97671753,16,429
469,21,21185,0.41,6,1,1356,no_tags,assistant,3.3640108e-06,1.8111503e-09,0.00081704435,0.99917954,16,430
470,21185,316,0.86, inches,1,1357,no_tags,assistant,6.918046e-05,1.3375136e-07,0.028697358,0.9712333,16,431
471,316,5184,0.52, to,1,1358,no_tags,assistant,3.9653727e-07,5.0871884e-09,0.0040597697,0.99593985,16,432
472,5184,5954,0.99, focus,1,1359,no_tags,assistant,1.3049347e-08,1.0492508e-08,4.198831e-05,0.99995804,16,433
473,5954,402,1.0, energy,1,1360,no_tags,assistant,1.5558743e-09,7.033433e-11,1.1084601e-06,0.9999989,16,434
474,402,15310,1.0, on,1,1361,no_tags,assistant,3.2923333e-07,3.1280756e-08,0.00010900886,0.99989057,16,435
475,15310,558,0.65, fruit,1,1362,no_tags,assistant,3.080119e-09,2.630285e-11,4.921406e-07,0.9999995,16,436
476,558,220,1.0,".
",1,1363,no_tags,assistant,2.6751966e-08,4.257503e-13,9.4816147e-07,0.99999905,16,437
477,220,533,1.0, ,1,1364,no_tags,assistant,9.03093e-08,7.548992e-12,3.1242282e-06,0.9999968,16,438
478,533,6240,1.0, -,1,1365,no_tags,assistant,1.6998513e-08,6.5249264e-12,5.663959e-05,0.9999434,16,439
479,6240,47,0.73, **,1,1366,no_tags,assistant,1.6746304e-09,1.4532016e-10,0.010919891,0.98908013,16,440
480,47,376,0.83,P,1,1367,no_tags,assistant,8.043343e-06,2.557615e-07,0.0072387494,0.992753,16,441
481,376,3580,0.44,est,1,1368,no_tags,assistant,6.409345e-08,2.8954867e-09,0.00058184535,0.99941814,16,442
482,5621,142760,1.0, watch,1,1369,no_tags,assistant,0.00016770493,3.6046513e-06,0.1319878,0.8678409,16,443
483,142760,16835,0.45,:**,1,1370,no_tags,assistant,2.5572692e-05,1.146379e-08,0.37587917,0.62409526,16,444
484,16835,448,0.88, Keep,1,1371,no_tags,assistant,0.00045621928,1.5332138e-05,0.9514102,0.048118286,16,445
485,448,10952,1.0, an,1,1372,no_tags,assistant,0.00053785014,3.8218677e-06,0.7813168,0.2181415,16,446
486,10952,402,0.84, eye,1,1373,no_tags,assistant,1.2547372e-06,2.0922816e-07,0.97872466,0.021273762,16,447
487,402,72108,0.94, on,1,1374,no_tags,assistant,0.0006974296,2.2891998e-06,0.47854298,0.52075726,16,448
488,72108,3375,1.0, aph,1,1375,no_tags,assistant,0.037046272,0.008201657,0.84611464,0.10863744,16,449
489,3375,11,0.95,ids,1,1376,no_tags,assistant,0.0010854772,8.757882e-06,0.97739124,0.021514578,16,450
490,11,6461,0.88,",",1,1377,no_tags,assistant,4.442798e-06,1.15423875e-08,0.01897892,0.9810166,16,451
491,6461,75553,0.98, white,1,1378,no_tags,assistant,0.001258673,5.124908e-05,0.046663202,0.9520269,16,452
492,75553,11,0.98,flies,1,1379,no_tags,assistant,0.0019698753,1.0142674e-05,0.67599756,0.3220224,16,453
493,11,326,1.0,",",1,1380,no_tags,assistant,2.9752016e-06,6.2411027e-09,0.08260798,0.91738904,16,454
494,326,59604,0.31, and,1,1381,no_tags,assistant,1.0433228e-06,3.95055e-09,0.041831076,0.95816785,16,455
495,59604,39993,0.75, tomato,1,1382,no_tags,assistant,1.9305128e-06,1.015653e-06,0.0023561136,0.99764097,16,456
496,39993,173523,0.94, horn,1,1383,no_tags,assistant,4.5201326e-05,6.5475006e-06,0.004782189,0.99516606,16,457
497,173523,26,0.89,worms,1,1384,no_tags,assistant,0.0011390182,9.184296e-06,0.091028206,0.9078236,16,458
498,26,1199,0.51,;,1,1385,no_tags,assistant,0.00017835102,1.1576152e-06,0.87816226,0.12165819,16,459
499,1803,50005,0.83, hand,1,1386,no_tags,assistant,0.0029837806,0.00030764926,0.7340782,0.26263037,16,460
500,3161,1003,0.97,-p,1,1387,no_tags,assistant,0.0104072755,0.0023203741,0.34664974,0.6406227,16,461
501,1003,503,0.97,ick,1,1388,no_tags,assistant,0.0010232797,0.00011363422,0.035890065,0.962973,16,462
502,503,1199,0.93, or,1,1389,no_tags,assistant,0.000120789,1.2703488e-05,0.99501896,0.004847589,16,463
503,1199,58684,0.37, use,1,1390,no_tags,assistant,9.906833e-06,8.927419e-08,0.96983486,0.030155186,16,464
504,58684,7396,0.91, neem,1,1391,no_tags,assistant,3.0842348e-05,4.825554e-09,0.29720923,0.7027599,16,465
505,7396,538,0.88, oil,1,1392,no_tags,assistant,8.078423e-05,3.6275463e-07,0.3470182,0.6529006,16,466
506,538,6118,0.97, if,1,1393,no_tags,assistant,8.375116e-05,1.1911268e-07,0.90140015,0.098515905,16,467
507,6118,558,0.76, needed,1,1394,no_tags,assistant,2.4566359e-07,2.425218e-12,0.009761009,0.9902388,16,468
508,558,220,0.82,".
",1,1395,no_tags,assistant,2.762054e-08,1.816693e-12,2.9305615e-06,0.999997,16,469
509,2886,1879,0.51,With,1,1396,no_tags,assistant,6.968525e-11,2.863819e-14,7.8951547e-07,0.99999917,16,470
510,7334,11,1.0, sun,1,1397,no_tags,assistant,3.7935135e-06,2.0754866e-08,8.977868e-05,0.9999064,16,471
511,11,37403,0.73,",",1,1398,no_tags,assistant,1.348651e-09,2.4146046e-11,3.014492e-06,0.999997,16,472
512,37403,36036,0.76, steady,1,1399,no_tags,assistant,3.480107e-07,2.2691145e-07,1.8401559e-05,0.99998105,16,473
513,36036,11,1.0, moisture,1,1400,no_tags,assistant,4.6736723e-08,6.1420757e-09,9.966845e-07,0.9999989,16,474
514,11,290,0.4,",",1,1401,no_tags,assistant,1.0583963e-10,1.8494357e-11,1.4360563e-05,0.9999857,16,475
515,290,1849,1.0, the,1,1402,no_tags,assistant,5.264386e-09,1.2437239e-10,0.00038675944,0.9996132,16,476
516,1849,92224,0.67, right,1,1403,no_tags,assistant,3.283369e-10,2.984337e-12,2.8723904e-05,0.9999713,16,477
517,92224,11,0.86, fertilizer,1,1404,no_tags,assistant,1.0071772e-08,3.592192e-10,2.7901524e-06,0.99999726,16,478
518,11,326,0.99,",",1,1405,no_tags,assistant,4.1882595e-11,1.9039838e-13,1.1648993e-05,0.9999883,16,479
519,326,261,0.87, and,1,1406,no_tags,assistant,1.7840784e-10,5.8703506e-12,3.8034636e-05,0.999962,16,480
520,261,3389,0.48, a,1,1407,no_tags,assistant,8.568296e-09,2.1943465e-09,0.0018405506,0.99815947,16,481
521,3389,2498,0.33, little,1,1408,no_tags,assistant,4.775566e-09,1.6331795e-11,0.00021695864,0.9997831,16,482
522,135775,11,0.93, pruning,1,1409,no_tags,assistant,2.0690286e-05,5.335898e-09,0.00061185396,0.9993674,16,483
523,11,481,0.96,",",1,1410,no_tags,assistant,1.0297207e-06,2.3281674e-10,0.0020572313,0.9979417,16,484
524,481,4720,0.99, you,1,1411,no_tags,assistant,3.9177277e-07,4.4121102e-09,0.013004709,0.9869949,16,485
525,4720,679,0.26,’ll,1,1412,no_tags,assistant,1.3377186e-05,1.1159168e-08,0.3211136,0.678873,16,486
526,4271,261,0.58, enjoy,1,1413,no_tags,assistant,1.883043e-07,2.4044643e-11,0.05636841,0.9436315,16,487
527,93206,55866,0.9, juicy,1,1414,no_tags,assistant,4.8371422e-09,2.8938372e-13,0.0005926029,0.9994074,16,488
528,55866,306,0.97, tomatoes,1,1415,no_tags,assistant,1.6274045e-06,3.0195832e-10,0.0020272809,0.9979711,16,489
529,306,261,0.52, in,1,1416,no_tags,assistant,4.9578694e-06,1.9899906e-09,0.39935687,0.6006382,16,490
530,261,3120,0.7, a,1,1417,no_tags,assistant,5.2317737e-06,2.3318538e-07,0.7538258,0.24616876,16,491
531,3120,5503,0.68, few,1,1418,no_tags,assistant,8.246258e-07,5.666524e-08,0.0057551526,0.9942439,16,492
532,5503,0,0.67, months,1,1419,no_tags,assistant,1.244374e-06,1.9218485e-12,0.0018032956,0.99819547,16,493
534,18009,11,0.45,Oh,1,1421,no_tags,user,1.7861292e-07,0.00012404677,0.011188543,0.9886873,16,494
535,8157,0,0.85, cool,1,1422,no_tags,user,3.8241907e-09,2.0311646e-08,2.8631944e-06,0.99999714,16,495
536,11,35717,0.22,",",1,1423,no_tags,user,2.798954e-07,4.6879923e-05,0.0019096478,0.9980432,16,496
537,11707,0,0.75, thanks,1,1424,no_tags,user,0.000114385846,0.029000819,0.011306589,0.9595782,16,497
538,2618,5310,0.11,!!,1,1425,no_tags,user,5.3435137e-06,0.0008875195,0.003273279,0.9958339,16,498
539,16349,30,0.11, Where,1,1426,no_tags,user,0.0013100012,0.7743295,0.0031517723,0.22120872,16,499
540,885,290,0.28,'s,1,1427,no_tags,user,1.8783316e-05,0.0016405812,5.651073e-05,0.99828404,16,500
541,290,6240,0.37, the,1,1428,no_tags,user,1.968331e-08,0.00013714314,8.578357e-06,0.9998542,16,501
542,39356,2006,0.24, easiest,1,1429,no_tags,user,2.329834e-05,0.9341236,0.0007796361,0.06507351,16,502
543,2475,30,0.35, place,1,1430,no_tags,user,6.8654886e-06,0.03809293,0.0021332465,0.959767,16,503
544,316,6240,0.24, to,1,1431,no_tags,user,2.8311001e-06,0.036084346,0.0040913904,0.9598214,16,504
545,3839,30,0.26, grow,1,1432,no_tags,user,4.3137547e-06,0.9293835,0.009088722,0.06152342,16,505
546,55866,30,0.8, tomatoes,1,1433,no_tags,user,9.201706e-06,0.6455483,0.001455653,0.35298678,16,506
547,533,6240,0.17, -,1,1434,no_tags,user,1.5155487e-07,0.018749975,0.06585854,0.9153914,16,507
548,6772,30,0.48, inside,1,1435,no_tags,user,1.9637869e-06,0.19596003,0.006451654,0.7975863,16,508
549,503,6772,0.26, or,1,1436,no_tags,user,5.323478e-09,0.018791981,0.004021845,0.9771862,16,509
550,37495,30,0.94, outdoors,1,1437,no_tags,user,9.397512e-08,0.0025450632,8.321234e-06,0.99744654,16,510
551,11,10606,0.35,",",1,1438,no_tags,user,5.350726e-07,0.015154082,0.006174188,0.97867125,16,511
552,4335,484,0.24, given,1,1439,no_tags,user,5.040703e-10,6.2697045e-06,5.7882717e-05,0.99993587,16,512
553,922,6240,0.08, my,1,1440,no_tags,user,4.4231535e-07,0.0012047563,0.0011932623,0.99760157,16,513
554,16093,3211,0.74, skill,1,1441,no_tags,user,9.1907515e-07,0.03957119,0.006982973,0.95344496,16,514
555,3211,30,0.86, level,1,1442,no_tags,user,1.3023033e-07,0.0048860824,0.0036138087,0.99149996,16,515
556,30,279,0.32,?,1,1443,no_tags,user,1.2344266e-07,0.003447647,0.022178484,0.97437376,16,516
557,357,1682,0.21, I,1,1444,no_tags,user,8.925143e-07,7.8147816e-05,0.31342772,0.6864932,16,517
558,4561,306,0.28, live,1,1445,no_tags,user,6.6603636e-05,0.6991895,0.0026962336,0.29804775,16,518
559,306,220,0.5, in,1,1446,no_tags,user,2.8911647e-05,0.21293494,0.06666332,0.7203728,16,519
560,31628,11,0.4, Austin,1,1447,no_tags,user,7.281647e-05,0.87161225,0.0045538414,0.123761125,16,520
561,11885,30,0.37, Texas,1,1448,no_tags,user,0.000111004985,0.13072753,0.0037594787,0.865402,16,521
562,13,31628,0.22,.,1,1449,no_tags,user,8.222879e-06,0.9923459,0.00013199195,0.00751379,16,522
563,3756,481,0.23, Do,1,1450,no_tags,user,3.4722763e-07,0.9889908,0.0021463765,0.008862399,16,523
564,481,10606,0.13, you,1,1451,no_tags,user,0.0002035028,0.6763058,0.012327224,0.31116346,16,524
565,679,1062,0.3, have,1,1452,no_tags,user,3.038783e-07,0.42841443,0.00024677135,0.57133853,16,525
566,1062,6772,0.54, any,1,1453,no_tags,user,0.00014788931,0.514469,0.0065658824,0.47881722,16,526
567,22499,30,0.63, recommendations,1,1454,no_tags,user,2.437832e-07,0.9495183,0.0033270235,0.0471544,16,527
568,395,11885,0.15, for,1,1455,no_tags,user,0.00036173724,0.11725627,0.004332307,0.87804973,16,528
569,261,9282,0.96, a,1,1456,no_tags,user,6.151214e-06,0.016572215,0.009765367,0.9736563,16,529
570,57062,30,0.61, beginner,1,1457,no_tags,user,4.659417e-07,0.9582787,0.001976642,0.039744195,16,530
571,30,279,0.39,?,1,1458,no_tags,user,7.535811e-09,0.01250396,0.00067155936,0.98682445,16,531
572,8820,30,0.13, Also,1,1459,no_tags,user,6.373589e-08,0.24107692,0.02025468,0.73866826,16,532
573,1261,30,0.09, when,1,1460,no_tags,user,1.6266537e-07,0.03380127,5.1188134e-05,0.9661473,16,533
574,1757,30,0.1, should,1,1461,no_tags,user,4.5589638e-07,0.005005692,0.00011470552,0.9948791,16,534
575,357,350,0.12, I,1,1462,no_tags,user,0.00020963055,0.12539583,0.020581841,0.8538127,16,535
576,6804,30,0.54, plant,1,1463,no_tags,user,5.47794e-06,0.0028932216,6.772379e-05,0.9970336,16,536
577,1373,30,0.57, them,1,1464,no_tags,user,5.2288906e-05,0.5433206,0.00013267105,0.45649454,16,537
578,30,279,0.4,?,1,1465,no_tags,user,2.541392e-07,0.002264036,0.0007951794,0.9969406,16,538
579,6048,30,0.11, Please,1,1466,no_tags,user,8.757677e-08,0.7374491,0.04538656,0.21716426,16,539
580,3357,480,0.11, keep,1,1467,no_tags,user,2.4669522e-08,0.9679558,2.0299556e-05,0.03202389,16,540
581,480,6240,0.17, it,1,1468,no_tags,user,3.5846173e-09,1.7139181e-06,0.000117332835,0.9998809,16,541
582,4022,30,0.32, short,1,1469,no_tags,user,3.2150684e-08,0.99954456,7.988104e-06,0.0004473967,16,542
583,326,16332,0.31, and,1,1470,no_tags,user,1.3755114e-08,6.2489157e-06,0.00022145934,0.99977225,16,543
584,4705,30,0.28, simple,1,1471,no_tags,user,7.447327e-08,0.97653234,7.659094e-05,0.023390988,16,544
586,976,1825,0.99,The,1,1473,no_tags,cot,1.02859526e-10,1.6717658e-08,0.9997415,0.00025855607,16,545
587,1825,10648,0.74, user,1,1474,no_tags,cot,1.2974272e-10,1.0125452e-08,0.99476564,0.0052343057,16,546
588,10648,4022,0.4, wants,1,1475,no_tags,cot,7.8002785e-11,5.504481e-08,0.9993519,0.0006480656,16,547
589,25,39356,0.8,:,1,1476,no_tags,cot,6.029516e-10,9.047467e-06,0.999587,0.00040398655,16,548
590,39356,2475,1.0, easiest,1,1477,no_tags,cot,1.0673211e-07,9.1516806e-05,0.99972194,0.00018639788,16,549
591,2475,316,0.91, place,1,1478,no_tags,cot,8.3671246e-08,2.6493417e-05,0.99977976,0.00019367783,16,550
592,316,3839,1.0, to,1,1479,no_tags,cot,4.404678e-07,1.2811513e-05,0.8695651,0.13042158,16,551
593,3839,55866,0.99, grow,1,1480,no_tags,cot,1.0249094e-08,7.87715e-06,0.9999844,7.805607e-06,16,552
594,55866,11,0.2, tomatoes,1,1481,no_tags,cot,1.6862059e-06,0.0014197504,0.9985154,6.3080515e-05,16,553
595,1127,6772,0.73, –,1,1482,no_tags,cot,7.025441e-10,1.3090632e-08,0.98153037,0.01846962,16,554
596,6772,503,0.92, inside,1,1483,no_tags,cot,6.622752e-07,0.0026809045,0.9972898,2.862746e-05,16,555
597,503,37495,0.95, or,1,1484,no_tags,cot,6.600711e-08,5.5285793e-05,0.9845952,0.015349422,16,556
598,37495,11,0.55, outdoors,1,1485,no_tags,cot,3.3419942e-06,0.005029234,0.8531124,0.14185502,16,557
599,1127,4335,0.53, –,1,1486,no_tags,cot,7.1127513e-09,4.8730595e-07,0.9976211,0.0023783965,16,558
600,4335,16093,0.64, given,1,1487,no_tags,cot,2.9312144e-08,1.5034728e-07,0.99967253,0.0003272705,16,559
601,16093,3211,0.99, skill,1,1488,no_tags,cot,3.5417973e-08,9.425263e-05,0.9912697,0.008636036,16,560
602,3211,11,0.47, level,1,1489,no_tags,cot,4.3186021e-10,1.5845995e-07,0.9988663,0.0011336267,16,561
603,13,3164,0.59,.,1,1490,no_tags,cot,5.4247318e-09,9.97058e-07,0.99081063,0.009188444,16,562
604,72678,306,0.98, Lives,1,1491,no_tags,cot,3.413604e-08,1.5296203e-07,0.9777754,0.022224415,16,563
605,306,31628,1.0, in,1,1492,no_tags,cot,2.0085972e-06,2.889667e-06,0.15286164,0.84713346,16,564
606,31628,11,0.52, Austin,1,1493,no_tags,cot,8.32649e-06,0.0003112994,0.9735291,0.026151314,16,565
607,23055,13,0.95, TX,1,1494,no_tags,cot,3.1199588e-07,4.5804998e-07,0.44567138,0.55432785,16,566
608,13,118403,0.65,.,1,1495,no_tags,cot,1.1425124e-10,1.6150945e-08,0.99973756,0.00026240287,16,567
609,118403,395,0.97, Recommendations,1,1496,no_tags,cot,2.4634907e-09,1.5956071e-07,0.9929178,0.0070821927,16,568
610,395,57062,0.64, for,1,1497,no_tags,cot,1.0821668e-08,5.9008933e-08,0.994235,0.005764956,16,569
611,57062,13,0.81, beginner,1,1498,no_tags,cot,2.737343e-09,5.6281298e-08,0.99063325,0.009366786,16,570
612,13,4296,0.88,.,1,1499,no_tags,cot,9.599624e-10,2.6416746e-08,0.99667215,0.0033278307,16,571
613,4296,316,0.62, When,1,1500,no_tags,cot,5.2142873e-08,1.3598293e-07,0.976838,0.023161743,16,572
614,316,6804,1.0, to,1,1501,no_tags,cot,9.624841e-06,1.7060212e-06,0.7097066,0.29028204,16,573
615,6804,13,0.98, plant,1,1502,no_tags,cot,1.1744092e-07,1.1749733e-08,0.88679135,0.113208584,16,574
616,13,16835,0.94,.,1,1503,no_tags,cot,4.1872353e-11,1.4782149e-09,0.99995923,4.0800973e-05,16,575
617,16835,4022,0.59, Keep,1,1504,no_tags,cot,3.7530075e-08,2.5354723e-08,0.9976799,0.0023199825,16,576
618,480,4022,1.0, it,1,1505,no_tags,cot,6.2720322e-09,7.1971535e-08,0.28209728,0.71790266,16,577
619,4022,326,0.92, short,1,1506,no_tags,cot,4.3157374e-06,0.0007501974,0.9031254,0.09612012,16,578
620,326,4705,1.0, and,1,1507,no_tags,cot,5.0196854e-07,3.5764937e-05,0.5987993,0.4011644,16,579
621,4705,13,0.83, simple,1,1508,no_tags,cot,1.5897765e-06,6.142212e-05,0.9884742,0.011462739,16,580
622,13,51441,0.42,.,1,1509,no_tags,cot,1.5543307e-10,3.123402e-10,0.99999094,9.043262e-06,16,581
623,623,6052,0.49, The,1,1510,no_tags,cot,9.367564e-09,2.5067514e-08,0.99999297,7.0673514e-06,16,582
624,29186,1757,0.8, assistant,1,1511,no_tags,cot,3.7750665e-09,1.3869554e-10,0.99971205,0.00028787434,16,583
625,1757,3644,0.3, should,1,1512,no_tags,cot,6.870706e-08,8.014087e-09,0.9997273,0.00027253575,16,584
626,3644,82463,0.42, give,1,1513,no_tags,cot,2.0237829e-07,4.971334e-07,0.996849,0.0031503185,16,585
627,82463,6052,0.45, concise,1,1514,no_tags,cot,6.218497e-08,1.0824926e-07,0.97293806,0.027061816,16,586
628,21561,25,0.73, suggestions,1,1515,no_tags,cot,1.013387e-08,3.1928699e-10,0.9958187,0.0041813366,16,587
629,25,37495,0.46,:,1,1516,no_tags,cot,4.1578926e-07,3.9442407e-06,0.7816837,0.21831195,16,588
630,37495,306,0.62, outdoors,1,1517,no_tags,cot,9.4536015e-05,2.4613053e-05,0.98722434,0.012656588,16,589
631,306,31628,0.59, in,1,1518,no_tags,cot,2.1428957e-06,1.5058604e-06,0.95926493,0.04073137,16,590
632,6047,12860,0.98, early,1,1519,no_tags,cot,3.5375958e-06,0.002140952,0.96939856,0.028456986,16,591
633,12860,1934,0.4, spring,1,1520,no_tags,cot,3.3265515e-05,0.00043824926,0.99095273,0.008575878,16,592
634,1934,2174,0.81, after,1,1521,no_tags,cot,1.9459038e-05,0.00020927539,0.99777895,0.001992287,16,593
635,2174,69368,1.0, last,1,1522,no_tags,cot,1.3377036e-05,5.885209e-06,0.99230075,0.007679907,16,594
636,69368,11,0.4, frost,1,1523,no_tags,cot,4.7116664e-06,6.9882253e-06,0.99994814,4.0228617e-05,16,595
637,3521,65176,0.37, date,1,1524,no_tags,cot,3.611944e-05,8.708471e-06,0.99980193,0.00015332174,16,596
638,350,23430,0.7, (,1,1525,no_tags,cot,3.502265e-05,0.0002023995,0.9995129,0.00024963822,16,597
639,62832,6959,0.78,maybe,1,1526,no_tags,cot,6.6976094e-07,2.748873e-06,0.99999404,2.4930673e-06,16,598
640,6959,6189,0.8, mid,1,1527,no_tags,cot,1.1729081e-06,0.00020208178,0.99954873,0.0002479065,16,599
641,6189,1417,1.0,-M,1,1528,no_tags,cot,2.7288593e-06,1.11926665e-05,0.28610197,0.7138841,16,600
642,1417,741,0.38,arch,1,1529,no_tags,cot,8.968475e-07,6.839779e-06,0.9866877,0.013304459,16,601
643,741,730,0.29,).,1,1530,no_tags,cot,1.6653798e-08,7.6572667e-07,0.9813036,0.018695626,16,602
644,12265,31628,0.85, Since,1,1531,no_tags,cot,4.344203e-07,1.2240399e-07,0.9996667,0.00033266272,16,603
645,31628,853,0.42, Austin,1,1532,no_tags,cot,2.1831316e-05,0.00014888807,0.99909365,0.00073563406,16,604
646,25,2174,0.63,:,1,1533,no_tags,cot,3.9345587e-06,1.163507e-06,0.99997354,2.1296835e-05,16,605
647,2174,69368,1.0, last,1,1534,no_tags,cot,1.5926402e-05,5.3047115e-05,0.9912076,0.008723417,16,606
648,69368,2846,0.42, frost,1,1535,no_tags,cot,0.0007776207,0.0001713226,0.9977143,0.0013367007,16,607
649,2846,6959,0.79, around,1,1536,no_tags,cot,6.5068285e-05,0.00021103307,0.9996896,3.4291257e-05,16,608
650,6959,6189,0.81, mid,1,1537,no_tags,cot,2.9697152e-05,9.299759e-05,0.99977404,0.00010327395,16,609
651,7561,13,0.58, March,1,1538,no_tags,cot,9.759624e-05,2.0907071e-05,0.9998198,6.172494e-05,16,610
652,13,2214,0.11,.,1,1539,no_tags,cot,1.08148804e-07,6.0974e-07,0.99645185,0.0035474193,16,611
653,62122,8601,0.26, Suggest,1,1540,no_tags,cot,2.6299172e-06,6.5054735e-07,0.99259865,0.0073979874,16,612
654,2360,15478,0.47, using,1,1541,no_tags,cot,1.2995844e-05,6.316273e-06,0.6541896,0.3457911,16,613
655,15478,27154,0.97, raised,1,1542,no_tags,cot,1.0327561e-06,5.3969124e-08,0.9480441,0.051954724,16,614
656,27154,503,0.69, beds,1,1543,no_tags,cot,6.0700836e-07,6.44851e-08,0.99899703,0.0010022448,16,615
657,11,35267,0.86,",",1,1544,no_tags,cot,5.906011e-07,1.4108899e-08,0.99027795,0.009721402,16,616
658,35267,11,0.59, containers,1,1545,no_tags,cot,1.6726012e-06,5.7562856e-06,0.99983764,0.00015498493,16,617
659,13,51441,0.28,.,1,1546,no_tags,cot,1.2896277e-07,2.5543056e-07,0.9900456,0.009953989,16,618
660,2214,30757,0.27, For,1,1547,no_tags,cot,7.364221e-06,2.168257e-06,0.99786407,0.0021264157,16,619
661,69297,25,0.59, indoors,1,1548,no_tags,cot,3.2986234e-06,1.01508285e-05,0.9999639,2.2607599e-05,16,620
662,25,63521,0.23,:,1,1549,no_tags,cot,4.1404057e-08,4.909095e-08,0.9996631,0.0003367524,16,621
663,625,9064,0.31, not,1,1550,no_tags,cot,3.80683e-06,9.237831e-07,0.9993748,0.00062048616,16,622
664,9064,12604,0.18, ideal,1,1551,no_tags,cot,7.102789e-07,1.3897193e-07,0.9959436,0.0040555927,16,623
665,538,625,0.24, if,1,1552,no_tags,cot,0.00011780691,0.00029940397,0.99877936,0.00080342306,16,624
666,16093,3211,0.81, skill,1,1553,no_tags,cot,2.1568396e-06,6.4348924e-06,0.9995814,0.00041004157,16,625
667,4465,13,0.38, low,1,1554,no_tags,cot,1.491984e-07,4.73437e-06,0.99990284,9.2257695e-05,16,626
668,13,51441,0.4,.,1,1555,no_tags,cot,9.016163e-09,2.8480802e-08,0.9992729,0.00072707626,16,627
669,2632,37495,0.32, So,1,1556,no_tags,cot,7.150348e-08,4.9219842e-08,0.99627054,0.0037293541,16,628
670,37495,13,0.39, outdoors,1,1557,no_tags,cot,2.67975e-07,5.2696496e-08,0.99962974,0.00036983672,16,629
671,13,51441,0.62,.,1,1558,no_tags,cot,6.990973e-08,3.9928617e-07,0.9970174,0.0029821938,16,630
672,51441,62191,0.31, Provide,1,1559,no_tags,cot,2.572011e-06,6.357416e-06,0.998531,0.001460112,16,631
673,4705,10331,0.34, simple,1,1560,no_tags,cot,2.0114462e-06,0.00019778081,0.99526924,0.004531006,16,632
674,10331,13,0.6, steps,1,1561,no_tags,cot,9.881847e-09,8.7740733e-07,0.9990671,0.00093203294,16,633
675,13,41021,0.3,.,1,1562,no_tags,cot,2.2815475e-07,9.930429e-07,0.9999578,4.1063122e-05,16,634
676,16835,4022,0.45, Keep,1,1563,no_tags,cot,1.7713766e-06,5.059434e-06,0.9998797,0.00011349153,16,635
677,4022,13,0.87, short,1,1564,no_tags,cot,9.328357e-07,9.380805e-07,0.9979095,0.0020885833,16,636
678,13,41021,0.58,.,1,1565,no_tags,cot,6.25527e-08,3.6424623e-09,0.9998865,0.00011335612,16,637
679,46830,6052,0.23, We'll,1,1566,no_tags,cot,2.856278e-06,7.266149e-08,0.9999447,5.234598e-05,16,638
680,7000,31926,0.35, deliver,1,1567,no_tags,cot,3.7579443e-06,1.1110342e-07,0.9992218,0.00077434286,16,639
682,410,14591,0.56,**,1,1569,no_tags,assistant,5.03794e-13,2.111385e-12,6.226277e-06,0.9999938,16,640
683,36,4402,1.0,E,1,1570,no_tags,assistant,5.4129458e-14,2.1706521e-12,2.5137194e-07,0.99999976,16,641
684,4402,376,1.0,asi,1,1571,no_tags,assistant,5.6509936e-11,3.7246728e-10,1.2295044e-06,0.9999988,16,642
685,376,5317,0.32,est,1,1572,no_tags,assistant,3.8792355e-12,4.2977777e-10,4.8504187e-08,1.0,16,643
686,395,261,0.83, for,1,1573,no_tags,assistant,6.2990724e-10,3.0273414e-10,8.360031e-07,0.99999917,16,644
687,261,57062,0.99, a,1,1574,no_tags,assistant,1.3444008e-10,1.0610332e-09,1.3534711e-05,0.9999864,16,645
688,57062,306,0.99, beginner,1,1575,no_tags,assistant,2.817796e-13,9.997336e-12,1.4329931e-06,0.99999857,16,646
689,306,31628,1.0, in,1,1576,no_tags,assistant,2.9004169e-10,1.5270202e-09,3.994497e-05,0.99996006,16,647
690,31628,11,0.59, Austin,1,1577,no_tags,assistant,3.4660929e-12,3.3110472e-13,2.6942257e-07,0.99999976,16,648
691,350,33879,0.87, (,1,1578,no_tags,assistant,1.7186808e-09,1.1006329e-10,3.3740741e-06,0.99999666,16,649
692,33879,3127,0.56,TX,1,1579,no_tags,assistant,7.616913e-14,9.80546e-16,1.451616e-10,1.0,16,650
