prompt_ix,base_sequence_ix,passage_ix,source,role,target_sha256,target_tokens,target_start_token_ix,rendered_tokens,filler_tokens,decoded_target_tokens_match
422,84,84,dolma3,tool,e39ec3bc1edf1a06d627bbc51e04082ad0cdc2431b63fd1d48a7de3ebb167017,582,41,627,36,True
423,84,84,dolma3,cot,e39ec3bc1edf1a06d627bbc51e04082ad0cdc2431b63fd1d48a7de3ebb167017,582,41,628,36,True
424,84,84,dolma3,assistant,e39ec3bc1edf1a06d627bbc51e04082ad0cdc2431b63fd1d48a7de3ebb167017,582,44,628,36,True
425,85,85,dolma3,system,5981fd5c5be5cb49006ab09f1b2e7f273ee63d3ae8dc669686032cf3225b0688,956,3,961,0,True
426,85,85,dolma3,user,5981fd5c5be5cb49006ab09f1b2e7f273ee63d3ae8dc669686032cf3225b0688,956,3,961,0,True
427,85,85,dolma3,tool,5981fd5c5be5cb49006ab09f1b2e7f273ee63d3ae8dc669686032cf3225b0688,956,5,965,0,True
428,85,85,dolma3,cot,5981fd5c5be5cb49006ab09f1b2e7f273ee63d3ae8dc669686032cf3225b0688,956,5,966,0,True
429,85,85,dolma3,assistant,5981fd5c5be5cb49006ab09f1b2e7f273ee63d3ae8dc669686032cf3225b0688,956,7,965,0,True
430,86,86,dolma3,system,0971b8ee775debedd7c58b58e646e2c7bdebc97fe21eaa1fae1b556eee4bf9e6,1024,272,1298,269,True
431,86,86,dolma3,user,0971b8ee775debedd7c58b58e646e2c7bdebc97fe21eaa1fae1b556eee4bf9e6,1024,272,1298,269,True
432,86,86,dolma3,tool,0971b8ee775debedd7c58b58e646e2c7bdebc97fe21eaa1fae1b556eee4bf9e6,1024,274,1302,269,True
433,86,86,dolma3,cot,0971b8ee775debedd7c58b58e646e2c7bdebc97fe21eaa1fae1b556eee4bf9e6,1024,274,1303,269,True
434,86,86,dolma3,assistant,0971b8ee775debedd7c58b58e646e2c7bdebc97fe21eaa1fae1b556eee4bf9e6,1024,277,1303,269,True
435,87,87,dolma3,system,141f3aed8fb4e39b60bbd5aca0e5d5f6e6cd82b2a0469b99d88eb25903fba410,754,52,808,49,False
436,87,87,dolma3,user,141f3aed8fb4e39b60bbd5aca0e5d5f6e6cd82b2a0469b99d88eb25903fba410,754,52,808,49,False
437,87,87,dolma3,tool,141f3aed8fb4e39b60bbd5aca0e5d5f6e6cd82b2a0469b99d88eb25903fba410,754,54,811,49,False
438,87,87,dolma3,cot,141f3aed8fb4e39b60bbd5aca0e5d5f6e6cd82b2a0469b99d88eb25903fba410,754,54,812,49,False
439,87,87,dolma3,assistant,141f3aed8fb4e39b60bbd5aca0e5d5f6e6cd82b2a0469b99d88eb25903fba410,754,57,813,49,False
440,88,88,dolma3,system,964f219a46a26527dd23f05d03d42fea448bbbf1f4301b76f108329f66905ef8,1024,33,1059,30,True
441,88,88,dolma3,user,964f219a46a26527dd23f05d03d42fea448bbbf1f4301b76f108329f66905ef8,1024,33,1059,30,True
442,88,88,dolma3,tool,964f219a46a26527dd23f05d03d42fea448bbbf1f4301b76f108329f66905ef8,1024,35,1063,30,True
443,88,88,dolma3,cot,964f219a46a26527dd23f05d03d42fea448bbbf1f4301b76f108329f66905ef8,1024,35,1064,30,True
444,88,88,dolma3,assistant,964f219a46a26527dd23f05d03d42fea448bbbf1f4301b76f108329f66905ef8,1024,38,1064,30,True
445,89,89,dolma3,system,91d07df80e9a1dc2a7b51db9dab028f188cb00f5e1a5ee63a3826e23da160837,546,3,551,0,True
446,89,89,dolma3,user,91d07df80e9a1dc2a7b51db9dab028f188cb00f5e1a5ee63a3826e23da160837,546,3,551,0,True
447,89,89,dolma3,tool,91d07df80e9a1dc2a7b51db9dab028f188cb00f5e1a5ee63a3826e23da160837,546,5,555,0,True
448,89,89,dolma3,cot,91d07df80e9a1dc2a7b51db9dab028f188cb00f5e1a5ee63a3826e23da160837,546,5,556,0,True
449,89,89,dolma3,assistant,91d07df80e9a1dc2a7b51db9dab028f188cb00f5e1a5ee63a3826e23da160837,546,7,555,0,True
450,90,90,dolma3,system,93ac4d4fcaf326dc8b6e89904275aad4c09300c9d346a0c448299364ebe2edaa,302,3,307,0,True
451,90,90,dolma3,user,93ac4d4fcaf326dc8b6e89904275aad4c09300c9d346a0c448299364ebe2edaa,302,3,307,0,True
452,90,90,dolma3,tool,93ac4d4fcaf326dc8b6e89904275aad4c09300c9d346a0c448299364ebe2edaa,302,5,311,0,True
453,90,90,dolma3,cot,93ac4d4fcaf326dc8b6e89904275aad4c09300c9d346a0c448299364ebe2edaa,302,5,312,0,True
454,90,90,dolma3,assistant,93ac4d4fcaf326dc8b6e89904275aad4c09300c9d346a0c448299364ebe2edaa,302,7,311,0,True
455,91,91,dolma3,system,05ff8fcea6309d4b023025f4067ee9e8ef12448227d08341255e6374045f0e2e,1024,39,1065,37,False
456,91,91,dolma3,user,05ff8fcea6309d4b023025f4067ee9e8ef12448227d08341255e6374045f0e2e,1024,39,1065,37,False
457,91,91,dolma3,tool,05ff8fcea6309d4b023025f4067ee9e8ef12448227d08341255e6374045f0e2e,1024,41,1069,37,False
458,91,91,dolma3,cot,05ff8fcea6309d4b023025f4067ee9e8ef12448227d08341255e6374045f0e2e,1024,41,1070,37,False
459,91,91,dolma3,assistant,05ff8fcea6309d4b023025f4067ee9e8ef12448227d08341255e6374045f0e2e,1024,44,1070,37,False
460,92,92,dolma3,system,ee27618341045722c6272d3e17a10acb046ead445363974b6440a1919fb4d80a,776,55,833,52,False
461,92,92,dolma3,user,ee27618341045722c6272d3e17a10acb046ead445363974b6440a1919fb4d80a,776,55,833,52,False
462,92,92,dolma3,tool,ee27618341045722c6272d3e17a10acb046ead445363974b6440a1919fb4d80a,777,57,837,52,False
463,92,92,dolma3,cot,ee27618341045722c6272d3e17a10acb046ead445363974b6440a1919fb4d80a,777,57,838,52,False
464,92,92,dolma3,assistant,ee27618341045722c6272d3e17a10acb046ead445363974b6440a1919fb4d80a,776,59,837,52,False
465,93,93,dolma3,system,28f39cc38118262cb94a147aa2c3427c2b7f1bdbcffcb56c454702f5a9b2a092,176,109,287,106,False
466,93,93,dolma3,user,28f39cc38118262cb94a147aa2c3427c2b7f1bdbcffcb56c454702f5a9b2a092,176,109,287,106,False
467,93,93,dolma3,tool,28f39cc38118262cb94a147aa2c3427c2b7f1bdbcffcb56c454702f5a9b2a092,176,111,290,106,False
468,93,93,dolma3,cot,28f39cc38118262cb94a147aa2c3427c2b7f1bdbcffcb56c454702f5a9b2a092,176,111,291,106,False
469,93,93,dolma3,assistant,28f39cc38118262cb94a147aa2c3427c2b7f1bdbcffcb56c454702f5a9b2a092,176,114,292,106,False
470,94,94,dolma3,system,64546087589b51044afc7b6c50a65fc404ebc5311f919cb03b34a15339dd9853,1024,71,1097,68,True
471,94,94,dolma3,user,64546087589b51044afc7b6c50a65fc404ebc5311f919cb03b34a15339dd9853,1024,71,1097,68,True
472,94,94,dolma3,tool,64546087589b51044afc7b6c50a65fc404ebc5311f919cb03b34a15339dd9853,1024,73,1101,68,True
473,94,94,dolma3,cot,64546087589b51044afc7b6c50a65fc404ebc5311f919cb03b34a15339dd9853,1024,73,1102,68,True
474,94,94,dolma3,assistant,64546087589b51044afc7b6c50a65fc404ebc5311f919cb03b34a15339dd9853,1024,76,1102,68,True
475,95,95,dolma3,system,1fcdec4853d36abb1545ea4fb823c070d57d577fa738e463df3255e66fde403b,1024,14,1040,11,True
476,95,95,dolma3,user,1fcdec4853d36abb1545ea4fb823c070d57d577fa738e463df3255e66fde403b,1024,14,1040,11,True
477,95,95,dolma3,tool,1fcdec4853d36abb1545ea4fb823c070d57d577fa738e463df3255e66fde403b,1024,16,1044,11,True
478,95,95,dolma3,cot,1fcdec4853d36abb1545ea4fb823c070d57d577fa738e463df3255e66fde403b,1024,16,1045,11,True
479,95,95,dolma3,assistant,1fcdec4853d36abb1545ea4fb823c070d57d577fa738e463df3255e66fde403b,1024,19,1045,11,True
480,96,96,dolma3,system,b37d9adc45c8db4b6d5d7a1085a5ce3e848a9db24561bccf743d31bdab5bc764,128,141,271,139,False
481,96,96,dolma3,user,b37d9adc45c8db4b6d5d7a1085a5ce3e848a9db24561bccf743d31bdab5bc764,128,141,271,139,False
482,96,96,dolma3,tool,b37d9adc45c8db4b6d5d7a1085a5ce3e848a9db24561bccf743d31bdab5bc764,128,143,275,139,False
483,96,96,dolma3,cot,b37d9adc45c8db4b6d5d7a1085a5ce3e848a9db24561bccf743d31bdab5bc764,128,143,276,139,False
484,96,96,dolma3,assistant,b37d9adc45c8db4b6d5d7a1085a5ce3e848a9db24561bccf743d31bdab5bc764,128,146,276,139,False
485,97,97,dolma3,system,861d726831278669a5dad71fe99e6f135cae06ce6bad5e2cb9bfafcd51b0e50d,879,263,1144,260,True
486,97,97,dolma3,user,861d726831278669a5dad71fe99e6f135cae06ce6bad5e2cb9bfafcd51b0e50d,879,263,1144,260,True
487,97,97,dolma3,tool,861d726831278669a5dad71fe99e6f135cae06ce6bad5e2cb9bfafcd51b0e50d,879,265,1148,260,True
488,97,97,dolma3,cot,861d726831278669a5dad71fe99e6f135cae06ce6bad5e2cb9bfafcd51b0e50d,879,265,1149,260,True
489,97,97,dolma3,assistant,861d726831278669a5dad71fe99e6f135cae06ce6bad5e2cb9bfafcd51b0e50d,879,268,1149,260,True
490,98,98,dolma3,system,663c4c3990d4fa05582c21e4f00d93d5cc60aac581acd793802e6797dcb00831,1024,2,1028,0,False
491,98,98,dolma3,user,663c4c3990d4fa05582c21e4f00d93d5cc60aac581acd793802e6797dcb00831,1024,2,1028,0,False
492,98,98,dolma3,tool,663c4c3990d4fa05582c21e4f00d93d5cc60aac581acd793802e6797dcb00831,1024,4,1032,0,False
493,98,98,dolma3,cot,663c4c3990d4fa05582c21e4f00d93d5cc60aac581acd793802e6797dcb00831,1024,4,1033,0,False
494,98,98,dolma3,assistant,663c4c3990d4fa05582c21e4f00d93d5cc60aac581acd793802e6797dcb00831,1024,6,1032,0,False
495,99,99,dolma3,system,2a9813fbdf08c519b3592966acde4b55a5c2e8f0f4f22a8f9b16c359939977f9,378,2,382,0,False
496,99,99,dolma3,user,2a9813fbdf08c519b3592966acde4b55a5c2e8f0f4f22a8f9b16c359939977f9,378,2,382,0,False
497,99,99,dolma3,tool,2a9813fbdf08c519b3592966acde4b55a5c2e8f0f4f22a8f9b16c359939977f9,378,4,385,0,False
498,99,99,dolma3,cot,2a9813fbdf08c519b3592966acde4b55a5c2e8f0f4f22a8f9b16c359939977f9,378,4,386,0,False
499,99,99,dolma3,assistant,2a9813fbdf08c519b3592966acde4b55a5c2e8f0f4f22a8f9b16c359939977f9,378,6,386,0,False
500,100,100,dolma3,system,717afb8659ea892f7671ba8e87a40971d63996f813edc94021b63fdb80459e0d,1024,20,1046,17,True
501,100,100,dolma3,user,717afb8659ea892f7671ba8e87a40971d63996f813edc94021b63fdb80459e0d,1024,20,1046,17,True
502,100,100,dolma3,tool,717afb8659ea892f7671ba8e87a40971d63996f813edc94021b63fdb80459e0d,1024,22,1050,17,True
503,100,100,dolma3,cot,717afb8659ea892f7671ba8e87a40971d63996f813edc94021b63fdb80459e0d,1024,22,1051,17,True
504,100,100,dolma3,assistant,717afb8659ea892f7671ba8e87a40971d63996f813edc94021b63fdb80459e0d,1024,25,1051,17,True
505,101,101,dolma3,system,28df054ba48e9a07d9f5ae9845d6aceec15723c54c20a8bb23e54b9f35674c62,462,8,472,5,True
506,101,101,dolma3,user,28df054ba48e9a07d9f5ae9845d6aceec15723c54c20a8bb23e54b9f35674c62,462,8,472,5,True
507,101,101,dolma3,tool,28df054ba48e9a07d9f5ae9845d6aceec15723c54c20a8bb23e54b9f35674c62,462,10,476,5,True
508,101,101,dolma3,cot,28df054ba48e9a07d9f5ae9845d6aceec15723c54c20a8bb23e54b9f35674c62,462,10,477,5,True
509,101,101,dolma3,assistant,28df054ba48e9a07d9f5ae9845d6aceec15723c54c20a8bb23e54b9f35674c62,462,13,477,5,True
510,102,102,dolma3,system,39304862f063205370e83f7cea017be58786cf904181ce542bc51382db0752b3,277,5,284,2,True
511,102,102,dolma3,user,39304862f063205370e83f7cea017be58786cf904181ce542bc51382db0752b3,277,5,284,2,True
512,102,102,dolma3,tool,39304862f063205370e83f7cea017be58786cf904181ce542bc51382db0752b3,277,7,288,2,True
513,102,102,dolma3,cot,39304862f063205370e83f7cea017be58786cf904181ce542bc51382db0752b3,277,7,289,2,True
514,102,102,dolma3,assistant,39304862f063205370e83f7cea017be58786cf904181ce542bc51382db0752b3,277,10,289,2,True
515,103,103,dolma3,system,489689014d6ee6c2c7cbfae3b2c0e5fc3f2723d50d717aaba91ce04ef50434bf,871,21,894,18,False
516,103,103,dolma3,user,489689014d6ee6c2c7cbfae3b2c0e5fc3f2723d50d717aaba91ce04ef50434bf,871,21,894,18,False
517,103,103,dolma3,tool,489689014d6ee6c2c7cbfae3b2c0e5fc3f2723d50d717aaba91ce04ef50434bf,871,23,897,18,False
518,103,103,dolma3,cot,489689014d6ee6c2c7cbfae3b2c0e5fc3f2723d50d717aaba91ce04ef50434bf,871,23,898,18,False
519,103,103,dolma3,assistant,489689014d6ee6c2c7cbfae3b2c0e5fc3f2723d50d717aaba91ce04ef50434bf,871,26,899,18,False
520,104,104,dolma3,system,fcf5c7eaa1127486f20d30b179f807fed60101acfacee591e89952692d25c91a,646,81,729,78,False
521,104,104,dolma3,user,fcf5c7eaa1127486f20d30b179f807fed60101acfacee591e89952692d25c91a,646,81,729,78,False
522,104,104,dolma3,tool,fcf5c7eaa1127486f20d30b179f807fed60101acfacee591e89952692d25c91a,646,83,732,78,False
523,104,104,dolma3,cot,fcf5c7eaa1127486f20d30b179f807fed60101acfacee591e89952692d25c91a,646,83,733,78,False
524,104,104,dolma3,assistant,fcf5c7eaa1127486f20d30b179f807fed60101acfacee591e89952692d25c91a,646,86,734,78,False
525,105,105,dolma3,system,eb7aab0d37853c78bc7bfdb0616d4327f4588f980cbe71fecf0737501722ba01,149,20,171,17,False
526,105,105,dolma3,user,eb7aab0d37853c78bc7bfdb0616d4327f4588f980cbe71fecf0737501722ba01,149,20,171,17,False
527,105,105,dolma3,tool,eb7aab0d37853c78bc7bfdb0616d4327f4588f980cbe71fecf0737501722ba01,149,22,174,17,False
528,105,105,dolma3,cot,eb7aab0d37853c78bc7bfdb0616d4327f4588f980cbe71fecf0737501722ba01,149,22,175,17,False
529,105,105,dolma3,assistant,eb7aab0d37853c78bc7bfdb0616d4327f4588f980cbe71fecf0737501722ba01,149,25,176,17,False
530,106,106,dolma3,system,5654b1629889c70923dfe513b3c4d493776d73dfd6b5d8273e4259ea10139e9f,260,117,379,115,False
531,106,106,dolma3,user,5654b1629889c70923dfe513b3c4d493776d73dfd6b5d8273e4259ea10139e9f,260,117,379,115,False
532,106,106,dolma3,tool,5654b1629889c70923dfe513b3c4d493776d73dfd6b5d8273e4259ea10139e9f,260,119,382,115,False
533,106,106,dolma3,cot,5654b1629889c70923dfe513b3c4d493776d73dfd6b5d8273e4259ea10139e9f,260,119,383,115,False
534,106,106,dolma3,assistant,5654b1629889c70923dfe513b3c4d493776d73dfd6b5d8273e4259ea10139e9f,260,122,384,115,False
535,107,107,dolma3,system,a33319bf26767d14f3e16dbb3a22a73d45c7e289cc9cebfbfc0c2aa6bf7d49e5,1024,270,1296,267,True
536,107,107,dolma3,user,a33319bf26767d14f3e16dbb3a22a73d45c7e289cc9cebfbfc0c2aa6bf7d49e5,1024,270,1296,267,True
537,107,107,dolma3,tool,a33319bf26767d14f3e16dbb3a22a73d45c7e289cc9cebfbfc0c2aa6bf7d49e5,1024,272,1300,267,True
538,107,107,dolma3,cot,a33319bf26767d14f3e16dbb3a22a73d45c7e289cc9cebfbfc0c2aa6bf7d49e5,1024,272,1301,267,True
539,107,107,dolma3,assistant,a33319bf26767d14f3e16dbb3a22a73d45c7e289cc9cebfbfc0c2aa6bf7d49e5,1024,275,1301,267,True
540,108,108,dolma3,system,bd552946c2d12e8b9c3f9e0743ed3b029faf5ae084dc6e0a209a477686d0c97c,1024,32,1058,29,True
541,108,108,dolma3,user,bd552946c2d12e8b9c3f9e0743ed3b029faf5ae084dc6e0a209a477686d0c97c,1024,32,1058,29,True
542,108,108,dolma3,tool,bd552946c2d12e8b9c3f9e0743ed3b029faf5ae084dc6e0a209a477686d0c97c,1024,34,1062,29,True
543,108,108,dolma3,cot,bd552946c2d12e8b9c3f9e0743ed3b029faf5ae084dc6e0a209a477686d0c97c,1024,34,1063,29,True
544,108,108,dolma3,assistant,bd552946c2d12e8b9c3f9e0743ed3b029faf5ae084dc6e0a209a477686d0c97c,1024,37,1063,29,True
545,109,109,dolma3,system,e2ce19b7c088beda93070f7273ded06063e3c49355785cbc8bdf24510dc8e4b5,519,7,528,4,True
546,109,109,dolma3,user,e2ce19b7c088beda93070f7273ded06063e3c49355785cbc8bdf24510dc8e4b5,519,7,528,4,True
547,109,109,dolma3,tool,e2ce19b7c088beda93070f7273ded06063e3c49355785cbc8bdf24510dc8e4b5,519,9,532,4,True
548,109,109,dolma3,cot,e2ce19b7c088beda93070f7273ded06063e3c49355785cbc8bdf24510dc8e4b5,519,9,533,4,True
549,109,109,dolma3,assistant,e2ce19b7c088beda93070f7273ded06063e3c49355785cbc8bdf24510dc8e4b5,519,12,533,4,True
550,110,110,dolma3,system,8f9b66cb83842b54754eff1061e5123f262b5cb7ee212868e3aad2554b6f9fea,396,26,424,23,False
551,110,110,dolma3,user,8f9b66cb83842b54754eff1061e5123f262b5cb7ee212868e3aad2554b6f9fea,396,26,424,23,False
552,110,110,dolma3,tool,8f9b66cb83842b54754eff1061e5123f262b5cb7ee212868e3aad2554b6f9fea,396,28,427,23,False
553,110,110,dolma3,cot,8f9b66cb83842b54754eff1061e5123f262b5cb7ee212868e3aad2554b6f9fea,396,28,428,23,False
554,110,110,dolma3,assistant,8f9b66cb83842b54754eff1061e5123f262b5cb7ee212868e3aad2554b6f9fea,396,31,429,23,False
555,111,111,dolma3,system,e20d61378b488cc18bb62ed5e539de2dbf3206edf75f3fba99a4de829a506d78,410,98,510,95,True
556,111,111,dolma3,user,e20d61378b488cc18bb62ed5e539de2dbf3206edf75f3fba99a4de829a506d78,410,98,510,95,True
557,111,111,dolma3,tool,e20d61378b488cc18bb62ed5e539de2dbf3206edf75f3fba99a4de829a506d78,410,100,514,95,True
558,111,111,dolma3,cot,e20d61378b488cc18bb62ed5e539de2dbf3206edf75f3fba99a4de829a506d78,410,100,515,95,True
559,111,111,dolma3,assistant,e20d61378b488cc18bb62ed5e539de2dbf3206edf75f3fba99a4de829a506d78,410,103,515,95,True
560,112,112,dolma3,system,b7ffb8481926bc67e0281d662d4b384f5c5a316741fb4544ddbc3839e47b94d0,1000,14,1016,11,False
561,112,112,dolma3,user,b7ffb8481926bc67e0281d662d4b384f5c5a316741fb4544ddbc3839e47b94d0,1000,14,1016,11,False
562,112,112,dolma3,tool,b7ffb8481926bc67e0281d662d4b384f5c5a316741fb4544ddbc3839e47b94d0,1000,16,1019,11,False
563,112,112,dolma3,cot,b7ffb8481926bc67e0281d662d4b384f5c5a316741fb4544ddbc3839e47b94d0,1000,16,1020,11,False
564,112,112,dolma3,assistant,b7ffb8481926bc67e0281d662d4b384f5c5a316741fb4544ddbc3839e47b94d0,1000,19,1021,11,False
565,113,113,dolma3,system,95ca1e4b1681868b264a2e53de8d0f7c18c0ec560cfa0e14a74ee15691844c6e,1024,32,1058,30,False
566,113,113,dolma3,user,95ca1e4b1681868b264a2e53de8d0f7c18c0ec560cfa0e14a74ee15691844c6e,1024,32,1058,30,False
567,113,113,dolma3,tool,95ca1e4b1681868b264a2e53de8d0f7c18c0ec560cfa0e14a74ee15691844c6e,1024,34,1061,30,False
568,113,113,dolma3,cot,95ca1e4b1681868b264a2e53de8d0f7c18c0ec560cfa0e14a74ee15691844c6e,1024,34,1062,30,False
569,113,113,dolma3,assistant,95ca1e4b1681868b264a2e53de8d0f7c18c0ec560cfa0e14a74ee15691844c6e,1024,37,1063,30,False
570,114,114,dolma3,system,8141e45e1228aece37037a0bb72b86d73581e9b9aac30e69b26f8ef5647793d5,1024,11,1037,8,True
571,114,114,dolma3,user,8141e45e1228aece37037a0bb72b86d73581e9b9aac30e69b26f8ef5647793d5,1024,11,1037,8,True
572,114,114,dolma3,tool,8141e45e1228aece37037a0bb72b86d73581e9b9aac30e69b26f8ef5647793d5,1024,13,1041,8,True
573,114,114,dolma3,cot,8141e45e1228aece37037a0bb72b86d73581e9b9aac30e69b26f8ef5647793d5,1024,13,1042,8,True
574,114,114,dolma3,assistant,8141e45e1228aece37037a0bb72b86d73581e9b9aac30e69b26f8ef5647793d5,1024,16,1042,8,True
575,115,115,dolma3,system,9a7537bfe612b10cd65ced93cd5a3faa941ed1edeb028d31fc6b8c028a3686c0,15,3,20,0,False
576,115,115,dolma3,user,9a7537bfe612b10cd65ced93cd5a3faa941ed1edeb028d31fc6b8c028a3686c0,15,3,20,0,False
577,115,115,dolma3,tool,9a7537bfe612b10cd65ced93cd5a3faa941ed1edeb028d31fc6b8c028a3686c0,15,5,23,0,False
578,115,115,dolma3,cot,9a7537bfe612b10cd65ced93cd5a3faa941ed1edeb028d31fc6b8c028a3686c0,15,5,24,0,False
579,115,115,dolma3,assistant,9a7537bfe612b10cd65ced93cd5a3faa941ed1edeb028d31fc6b8c028a3686c0,15,7,24,0,False
580,116,116,dolma3,system,9e8a197c3a50c5cd83aa512bbea51e91d852f3d3d310e225948dde7c3fce0f1d,543,4,549,1,True
581,116,116,dolma3,user,9e8a197c3a50c5cd83aa512bbea51e91d852f3d3d310e225948dde7c3fce0f1d,543,4,549,1,True
582,116,116,dolma3,tool,9e8a197c3a50c5cd83aa512bbea51e91d852f3d3d310e225948dde7c3fce0f1d,543,6,553,1,True
583,116,116,dolma3,cot,9e8a197c3a50c5cd83aa512bbea51e91d852f3d3d310e225948dde7c3fce0f1d,543,6,554,1,True
584,116,116,dolma3,assistant,9e8a197c3a50c5cd83aa512bbea51e91d852f3d3d310e225948dde7c3fce0f1d,543,9,554,1,True
585,117,117,dolma3,system,1df6daae97f54df3c6638fe48132757f27220c086bd9f790e8d32fffacef492a,386,23,411,20,True
586,117,117,dolma3,user,1df6daae97f54df3c6638fe48132757f27220c086bd9f790e8d32fffacef492a,386,23,411,20,True
587,117,117,dolma3,tool,1df6daae97f54df3c6638fe48132757f27220c086bd9f790e8d32fffacef492a,386,25,415,20,True
588,117,117,dolma3,cot,1df6daae97f54df3c6638fe48132757f27220c086bd9f790e8d32fffacef492a,386,25,416,20,True
589,117,117,dolma3,assistant,1df6daae97f54df3c6638fe48132757f27220c086bd9f790e8d32fffacef492a,386,28,416,20,True
590,118,118,dolma3,system,04c00c4ed988738f204b5a900a307a36b4c56cbe99be2f47e198386b13fa50e7,1024,24,1050,21,True
591,118,118,dolma3,user,04c00c4ed988738f204b5a900a307a36b4c56cbe99be2f47e198386b13fa50e7,1024,24,1050,21,True
592,118,118,dolma3,tool,04c00c4ed988738f204b5a900a307a36b4c56cbe99be2f47e198386b13fa50e7,1024,26,1054,21,True
593,118,118,dolma3,cot,04c00c4ed988738f204b5a900a307a36b4c56cbe99be2f47e198386b13fa50e7,1024,26,1055,21,True
594,118,118,dolma3,assistant,04c00c4ed988738f204b5a900a307a36b4c56cbe99be2f47e198386b13fa50e7,1024,29,1055,21,True
595,119,119,dolma3,system,b00da6a0731c097944be4f5ab84c489af9afda99eb06451711da12b94d2d35d9,927,131,1060,128,False
596,119,119,dolma3,user,b00da6a0731c097944be4f5ab84c489af9afda99eb06451711da12b94d2d35d9,927,131,1060,128,False
597,119,119,dolma3,tool,b00da6a0731c097944be4f5ab84c489af9afda99eb06451711da12b94d2d35d9,927,133,1063,128,False
598,119,119,dolma3,cot,b00da6a0731c097944be4f5ab84c489af9afda99eb06451711da12b94d2d35d9,927,133,1064,128,False
599,119,119,dolma3,assistant,b00da6a0731c097944be4f5ab84c489af9afda99eb06451711da12b94d2d35d9,927,136,1065,128,False
600,120,120,dolma3,system,f3ea8a148a7fe3e7ef9eb53a194ab9b53778d64af4c24a8e6a9f52571915608c,179,34,215,31,True
601,120,120,dolma3,user,f3ea8a148a7fe3e7ef9eb53a194ab9b53778d64af4c24a8e6a9f52571915608c,179,34,215,31,True
602,120,120,dolma3,tool,f3ea8a148a7fe3e7ef9eb53a194ab9b53778d64af4c24a8e6a9f52571915608c,179,36,219,31,True
603,120,120,dolma3,cot,f3ea8a148a7fe3e7ef9eb53a194ab9b53778d64af4c24a8e6a9f52571915608c,179,36,220,31,True
604,120,120,dolma3,assistant,f3ea8a148a7fe3e7ef9eb53a194ab9b53778d64af4c24a8e6a9f52571915608c,179,38,219,31,True
605,121,121,dolma3,system,705d054face6b819cfb132209d6811c4891871927779ff7577b0d5dfeb3f4caa,654,20,676,17,True
606,121,121,dolma3,user,705d054face6b819cfb132209d6811c4891871927779ff7577b0d5dfeb3f4caa,654,20,676,17,True
607,121,121,dolma3,tool,705d054face6b819cfb132209d6811c4891871927779ff7577b0d5dfeb3f4caa,654,22,680,17,True
608,121,121,dolma3,cot,705d054face6b819cfb132209d6811c4891871927779ff7577b0d5dfeb3f4caa,654,22,681,17,True
609,121,121,dolma3,assistant,705d054face6b819cfb132209d6811c4891871927779ff7577b0d5dfeb3f4caa,654,25,681,17,True
610,122,122,dolma3,system,de81217497fd401585d799a4917fb28b44f2274b4e501282a33cf19f21845457,794,88,884,85,False
611,122,122,dolma3,user,de81217497fd401585d799a4917fb28b44f2274b4e501282a33cf19f21845457,794,88,884,85,False
612,122,122,dolma3,tool,de81217497fd401585d799a4917fb28b44f2274b4e501282a33cf19f21845457,794,90,887,85,False
613,122,122,dolma3,cot,de81217497fd401585d799a4917fb28b44f2274b4e501282a33cf19f21845457,794,90,888,85,False
614,122,122,dolma3,assistant,de81217497fd401585d799a4917fb28b44f2274b4e501282a33cf19f21845457,794,92,888,85,False
615,123,123,dolma3,system,1886ce299dd3ab8cc7cf217aaa9b25c93d447fc16c6012bc0b947c7c68a1d248,1024,4,1030,1,True
616,123,123,dolma3,user,1886ce299dd3ab8cc7cf217aaa9b25c93d447fc16c6012bc0b947c7c68a1d248,1024,4,1030,1,True
617,123,123,dolma3,tool,1886ce299dd3ab8cc7cf217aaa9b25c93d447fc16c6012bc0b947c7c68a1d248,1024,6,1034,1,True
618,123,123,dolma3,cot,1886ce299dd3ab8cc7cf217aaa9b25c93d447fc16c6012bc0b947c7c68a1d248,1024,6,1035,1,True
619,123,123,dolma3,assistant,1886ce299dd3ab8cc7cf217aaa9b25c93d447fc16c6012bc0b947c7c68a1d248,1024,9,1035,1,True
620,124,124,dolma3,system,965ceab52061c66a75cc8197a2537b56dd0743ccd750d1aff7afd7a1a0fad1da,176,18,196,15,False
621,124,124,dolma3,user,965ceab52061c66a75cc8197a2537b56dd0743ccd750d1aff7afd7a1a0fad1da,176,18,196,15,False
622,124,124,dolma3,tool,965ceab52061c66a75cc8197a2537b56dd0743ccd750d1aff7afd7a1a0fad1da,176,20,199,15,False
623,124,124,dolma3,cot,965ceab52061c66a75cc8197a2537b56dd0743ccd750d1aff7afd7a1a0fad1da,176,20,200,15,False
624,124,124,dolma3,assistant,965ceab52061c66a75cc8197a2537b56dd0743ccd750d1aff7afd7a1a0fad1da,176,23,201,15,False
625,125,125,dolma3,system,30442fec37071a6764a18043108c6e7eddcebec67c79f5d6e74cc2045f525dea,1024,130,1156,128,False
626,125,125,dolma3,user,30442fec37071a6764a18043108c6e7eddcebec67c79f5d6e74cc2045f525dea,1024,130,1156,128,False
627,125,125,dolma3,tool,30442fec37071a6764a18043108c6e7eddcebec67c79f5d6e74cc2045f525dea,1024,132,1160,128,False
